evidence,date,event,names,rounds,results
STRONG,2018-01-06,CIWT,David Chapelle vs Jordan Wells,round 3 | champ. round 1,Fall 3:30 | Fall 2:47
STRONG,2018-01-27,East Jessamine Individual,Jacob U`wren vs Cole Murphy,champ. round 3 | cons. round 1,Fall 1:44 | Fall 0:00
STRONG,2018-02-09,KHSAA Region 5,Gage Hill vs Cole Murphy,champ. round 1 | quarterfinals,Fall 1:23 | Fall 2:23
STRONG,2018-02-09,KHSAA Region 5,Ethan Glenn vs Juan Chavez,3rd place match | 3rd place match,Fall 3:35 | Fall 1:35
STRONG,2017-12-30,Woodford County Invitational,Samuel Tomah vs Mequoia Bernabe,cons. round 2 | cons. round 2,SV-1 3-2 | SV-1 3-1
STRONG,2018-02-09,KHSAA Region 5,Samuel Tomah vs Jacob Rhody,3rd place match | 3rd place match,Fall 1:41 | Fall 2:30
STRONG,2018-02-17,KHSAA State Championships,Dylan Preston vs Isaac Pledger,quarterfinals | 5th place match,Dec 6-3 | Dec 7-4
STRONG,2018-02-17,KHSAA State Championships,Payne Carr vs Nathaniel Wheeler,quarterfinals | 5th place match,Dec 3-1 | Dec 1-0
STRONG,2017-12-09,King of the Bluegrass @ Fairdale,11728696009 vs Zachary Schultz,champ. round 1 | cons. semis,Fall 1:05 | Fall 1:37
STRONG,2017-12-16,Jeff Classic,11947057009 vs Alex Fike,None | cons. round 1,Fall 3:32 | Fall 2:33
STRONG,2017-12-29,Mater Dei Holiday Classic,Landon Lenhart vs 993292132,champ. round 1 | cons. semis,Fall 3:36 | Fall 2:35
STRONG,2018-01-27,2018 Fort Knox Invitational,Jaelyn Hamilton vs Cooper Philpott,quarterfinals | 3rd place match,Dec 4-2 | Dec 7-0
STRONG,2018-01-27,vs. Wayne County,Matthew Moore vs Keelan Dick,None | None,Dec 6-2 | Dec 6-4
STRONG,2018-01-27,vs. Wayne County,Sam Bacon vs Cauy Wallace,None | None,Fall 4:41 | Fall 4:57
STRONG,2017-12-09,Walsh Ironman 2017,-1 vs Saul Ervin,None | None,Dec 5-4 | Dec 6-4
STRONG,2017-12-02,vs. Evansville Central,-1 vs Stephan Little,None | None,Fall 1:45 | Fall 6:01
STRONG,2017-12-29,Mater Dei Holiday Classic,Carlos Perry vs 12220224009,champ. round 1 | cons. semis,Fall 5:07 | Fall 1:28
STRONG,2018-01-27,vs. Wayne County,Carlos Perry vs Kurtis Karr,None | None,MD 14-3 | MD 12-3
STRONG,2018-01-27,vs. Wayne County,Darius Moore vs Chris Dunagan,None | None,Fall 0:47 | Fall 0:46
STRONG,2018-01-27,vs. Wayne County,Matthias Ervin vs Devin Sanders,None | None,Fall 3:44 | Fall 4:06
STRONG,2018-02-03,Mustang Classic - North Oldham,Aubrey Burke vs Gage Hill,1st place match | champ. round 2,Fall 1:30 | Fall 0:00
STRONG,2017-12-17,SWOWCA Coaches Classic,Mason Smith vs 2941132,quarterfinals | 5th place match,Dec 10-5 | Dec 3-1
