evidence,date,event,names,rounds,results
STRONG,2018-02-03,Kentucky JV State Tournament @ Union County,Jakari Speaks vs Ryan Portwood,quarterfinals | 3rd place match,Fall 1:17 | Fall 1:45
STRONG,2018-01-27,2018 Fort Knox Invitational,Blandon Frye vs Justin Chavez,quarterfinals | 3rd place match,Fall 3:10 | Fall 1:51
STRONG,2018-01-27,2018 Fort Knox Invitational,Chance Schenck vs Kolby Morris,quarterfinals | 3rd place match,Fall 0:45 | Fall 2:41
STRONG,2017-12-30,Woodford County Invitational,Kyler Lee vs Will Marshall,champ. round 1 | cons. round 5,Fall 0:00 | Fall 0:00
STRONG,2017-12-16,Cape Central Tiger Invitational,Gage Fowler vs 11728654009,round 3 | cons. semis,Fall 1:54 | Fall 0:47
STRONG,2018-02-17,KHSAA State Championships,Gage Fowler vs Cole Thomas,quarterfinals | 3rd place match,Dec 2-1 | Dec 6-1
STRONG,2017-12-16,Cape Central Tiger Invitational,Cameron Coleman vs 12007242009,round 3 | 3rd place match,Dec 3-1 | Dec 7-3
STRONG,2017-12-16,XIT,12073120009 vs Hunter Sproles,round 2 | 1st place match,Dec 6-5 | Dec 4-2
STRONG,2017-12-30,Tates Creek Invitational,Noah Kirkman vs Tanner Bailey,champ. round 2 | cons. semis,Fall 1:22 | Fall 1:18
STRONG,2018-01-20,Sycamore Invitational,12019861009 vs Colby Dabbs,champ. round 1 | cons. semis,Fall 0:43 | Fall 0:57
STRONG,2017-12-16,XIT,Donovan Page vs 12233339009,round 3 | 7th place match,Fall 1:38 | Fall 5:35
STRONG,2018-02-03,Canal Winchester,11825546009 vs Rowan Brauer,None | cons. round 1,Fall 0:25 | Fall 2:00
STRONG,2018-02-03,Canal Winchester,Mannie Murrer vs 15622132,None | None,Fall 0:45 | Fall 2:48
STRONG,2018-02-03,Canal Winchester,11825561009 vs Joseph Taylor,None | cons. round 1,Fall 1:48 | Fall 2:06
STRONG,2018-02-17,KHSAA State Championships,chase blanton vs Don Harris,quarterfinals | 3rd place match,Dec 3-2 | Dec 4-2
STRONG,2018-01-20,Michael Herchenrader Jr. Memorial,Spencer Updike vs RiLee Waggener,quarterfinals | 3rd place match,Fall 0:00 | Fall 0:00
STRONG,2018-02-09,KHSAA Region 2,Miles MIller vs Pablo Hernandez,quarterfinals | 5th place match,Fall 0:50 | Fall 0:57
STRONG,2018-02-03,Kentucky JV State Tournament @ Union County,Field Johnson vs Harrison Turrey,quarterfinals | 5th place match | None | None,Fall 1:41 | Fall 0:51 | Fall 0:52 | Fall 1:59
STRONG,2017-12-13,vs. Valley,Jalen Polin vs Paul Perry,None | None,Fall 3:45 | Fall 4:37
STRONG,2017-12-09,King of the Bluegrass @ Fairdale,Nic Rudolph vs Jack Probus,None | cons. round 2,Fall 0:34 | Fall 0:24
STRONG,2017-12-13,vs. Valley,Jacob Heggie vs Jadavin Bradley,None | None,Fall 0:52 | Fall 3:52
STRONG,2018-01-27,Jessamine County Clash,Jacob Heggie vs Kage (Thomas) Krupp,cons. round 1 | champ. round 1,Fall 3:06 | Fall 0:00
STRONG,2017-12-09,King of the Bluegrass @ Fairdale,Zach Harper vs Stephen Everly,None | champ. round 1,Fall 0:44 | Fall 0:45
STRONG,2018-01-27,Jessamine County Clash,Jonas Rayman vs Gunner Krupp,champ. round 1 | round 1,Dec 5-2 | Dec 1-0
STRONG,2018-02-09,KHSAA Region 3,Jonas Rayman vs Trevon Warren,quarterfinals | 3rd place match,Fall 3:45 | Fall 2:34
STRONG,2018-01-20,Capital City Classic,Carter Riley vs 11822080009,quarterfinals | 3rd place match,Fall 0:37 | Fall 1:36
STRONG,2018-01-24,JV Region,Carter Riley vs Kadin Farris,round 1 | round 2,Fall 0:00 | Fall 0:00
STRONG,2018-02-03,Kentucky JV State Tournament @ Union County,Carter Riley vs Nathen Wright,quarterfinals | None,Fall 2:18 | Fall 3:30
STRONG,2017-12-09,King of the Bluegrass @ Fairdale,Trenton Cantlon vs Klemmer Nicodemus,None | cons. semis,Fall 3:30 | Fall 2:31
STRONG,2017-12-13,vs. Valley,Trenton Cantlon vs Tyjeric Williams,None | None,Fall 2:18 | Fall 4:38
STRONG,2018-02-03,Kentucky JV State Tournament @ Union County,Hayden Hartlage vs Noah Young,cons. round 1 | None,Fall 0:52 | Fall 1:00
STRONG,2017-12-13,vs. Valley,Colby Stratman vs Anthony Garner,None | None,Fall 3:16 | Fall 4:36
STRONG,2017-12-09,King of the Bluegrass @ Fairdale,Mekhi Lewis vs Dylan Marlow,None | cons. semis,Fall 5:47 | Fall 6:00
STRONG,2017-12-13,vs. Valley,Mekhi Lewis vs Andrew Snellen,None | None,Fall 1:54 | Fall 0:40
STRONG,2017-12-09,King of the Bluegrass @ Fairdale,Dejuan Watkins vs Raice Hunter,None | champ. round 1,Fall 2:22 | Fall 2:23
STRONG,2017-12-13,vs. Valley,Dejuan Watkins vs Elliott Marcum,None | None,Fall 0:33 | Fall 0:39
STRONG,2017-12-23,2017 NKAC,Sergio Morales vs Anthony Kopp,round 4 | None,Dec 6-3 | Dec 8-3
STRONG,2017-12-23,2017 NKAC,Wilmer Perez vs Jake Harris,round 3 | None,Fall 0:55 | Fall 0:45
STRONG,2017-12-16,Washington CH Pool Tournament,11746420009 vs Griffin Berter,None | None,Fall 1:52 | Fall 1:27
STRONG,2017-12-23,2017 NKAC,Dashaun Stevenson vs Justin Penick,round 1 | round 1,Dec 9-3 | Dec 6-3
STRONG,2018-01-20,Sycamore Invitational,Justin Penick vs 12019857009,None | None,Fall 1:40 | Fall 3:21
STRONG,2018-02-09,KHSAA Region 6,Justin Penick vs Ian Hughes,quarterfinals | 3rd place match,Fall 5:00 | Fall 2:00
STRONG,2017-12-16,Washington CH Pool Tournament,11746417009 vs Kairus Washington,None | None,Fall 1:59 | Fall 1:58
STRONG,2018-01-20,Dragon Invitational @ South Oldham,Harrison Turrey vs Trevor McWilliams,quarterfinals | None,Fall 1:20 | Fall 1:18
STRONG,2018-01-20,Capital City Classic,Conley Combs vs Tyler Hudgins,None | champ. round 1,Fall 2:43 | Fall 1:43
STRONG,2018-02-03,Kentucky JV State Tournament @ Union County,Connor Ridenour vs Nathen Wright,None | cons. round 2,Fall 5:17 | Fall 0:43
STRONG,2017-12-02,Rumble on the Hilltop,Zach Taylor vs Michael Watts,quarterfinals | 3rd place match,Fall 3:45 | Fall 4:25
STRONG,2017-12-22,Gladiator Individuals,Agali Radzhapov vs Christopher Weiss,round 1 | None,Fall 0:10 | Fall 0:18
STRONG,2017-12-22,Gladiator Individuals,Max Powell vs Tyler Watts,None | quarterfinals,TF 16-0 2:00 | TF 15-0 4:00
STRONG,2017-12-30,Valley Main Event,LaQuantae Jackson vs Klemmer Nicodemus,None | cons. round 3,Fall 4:27 | Fall 4:22
STRONG,2017-12-22,Gladiator Individuals,Gabriel Hooper vs Cameron Covington,None | None,Fall 0:40 | Fall 0:22
STRONG,2018-01-20,Dragon Invitational @ South Oldham,Gabriel Hooper vs Luis Ceron,None | cons. round 3,Fall 0:22 | Fall 0:18
STRONG,2017-12-09,King of the Bluegrass @ Fairdale,Andrew Pottle vs JaQuez Lewis,None | None,Fall 0:23 | Fall 1:47
STRONG,2018-01-24,vs. Valley,Luke Fullerton vs Paul Perry,None | None,Fall 3:31 | Fall 3:29
STRONG,2018-01-24,JV Region,Trent Thomas vs Trevor Justice,round 1 | round 2,Fall 0:00 | Fall 0:00
STRONG,2018-01-20,Michael Herchenrader Jr. Memorial,Brandon Gibson vs Trevon Warren,champ. round 1 | cons. semis,Fall 0:00 | Fall 0:00
STRONG,2017-12-02,vs. Henry Clay,Abdul Adahomov vs Levi Burke,None | None,Fall 0:21 | Fall 0:23
STRONG,2018-01-24,vs. Valley,Abdul Adahomov vs Jaime Segura,None | None,Fall 1:19 | Fall 1:18
STRONG,2018-01-24,vs. Valley,Arther Yah vs Tyjeric Williams,None | None,MD 14-5 | MD 14-4
STRONG,2017-12-02,vs. Henry Clay,Gage Gray vs Ray Karl Irving,None | None,Fall 0:57 | Fall 0:53
STRONG,2017-12-15,vs. Vincennes Lincoln,-1 vs Gage Gray,None | None,Fall 4:16 | Fall 1:11
STRONG,2018-01-24,vs. Valley,Gage Gray vs Patrick Dumire,None | None,Fall 2:20 | Fall 4:30
STRONG,2017-12-16,Beech Invitational 2017,11824938009 vs Alexei Royar,quarterfinals | 3rd place match,Fall 5:08 | Fall 1:59
STRONG,2018-01-20,Capital City Classic,Landon Baker vs Alexei Royar,None | champ. round 1,Fall 1:36 | Fall 0:37
STRONG,2018-01-06,Defender of the Mat,Grant Holland vs Kaleb Petty,cons. round 1 | cons. round 1,SV-1 6-4 | UTB 3-2
STRONG,2018-01-25,vs. Meade County,Kaleb Petty vs Connor Geise,None | None,MD 14-5 | MD 16-5
STRONG,2018-02-09,KHSAA Region 2,Christian Wooten vs Michael Donaway,quarterfinals | 5th place match,Fall 3:23 | Fall 2:18
STRONG,2017-12-16,Lafayette 5 Star Classic,Tyler Little vs Kaylon Luster,champ. round 2 | cons. round 5,Dec 11-8 | Dec 10-3
STRONG,2018-02-09,KHSAA Region 5,Bradley Maines vs Jalen Wideman,cons. round 3 | cons. round 2,Fall 2:44 | Fall 1:16
STRONG,2018-01-20,Capital City Classic,Alex Klement vs Ryan Perkins,None | champ. round 1,Fall 0:23 | Fall 0:25
STRONG,2018-01-20,Capital City Classic,Skyler Wells vs Nathaniel Lawrence,None | quarterfinals,Fall 2:00 | Fall 3:27
STRONG,2018-02-09,KHSAA Region 5,Jeremiah Anderson vs Tem Hickerson,champ. round 1 | quarterfinals,Fall 3:34 | Fall 3:20
STRONG,2018-02-09,KHSAA Region 7,Trevor Garrett vs DooRayQuan Garrison,quarterfinals | 5th place match,Dec 3-1 | Dec 5-1
STRONG,2018-02-03,Mustang Classic - North Oldham,Gage Hill vs Matthew Rowe,quarterfinals | champ. round 2,Fall 0:27 | Fall 0:00
STRONG,2018-02-09,KHSAA Region 5,Jack Allen vs James Ballinger,cons. round 3 | cons. round 2,Fall 0:49 | Fall 0:51
STRONG,2018-02-09,KHSAA Region 5,Luke Rollins vs Timothy Moore,quarterfinals | 5th place match,Fall 1:49 | Fall 1:22
STRONG,2017-12-02,Rumble on the Hilltop,Klemmer Nicodemus vs William Landers,None | None,Fall 3:00 | Fall 2:00
STRONG,2018-02-09,KHSAA Region 5,Luke Ratliff vs Alex Keith,quarterfinals | 5th place match,Fall 0:55 | Fall 2:25
STRONG,2017-12-22,Fern creek gladiator,Donovan Evans vs Bryce Zumwalt,None | round 3,Fall 1:34 | Fall 1:35
STRONG,2017-12-02,Rumble on the Hilltop,Steven Watson vs Michael Watts,champ. round 1 | cons. semis,Fall 3:19 | Fall 3:41
STRONG,2017-12-09,DERBY CITY CLASSIC,ZACH COWAN vs Brandon Sisson,None | None,Fall 0:44 | Fall 2:55
STRONG,2018-01-20,Capital City Classic,David Chapelle vs Johanna Torres,None | champ. round 2,Fall 3:13 | Fall 2:56
STRONG,2018-01-20,Capital City Classic,Skyler Wells vs James Chavez,None | cons. round 5,Fall 2:23 | Fall 2:33
STRONG,2017-12-22,Fern creek gladiator,Graham Davis vs Tyler Watts,None | cons. round 2,Fall 3:40 | Fall 3:48
STRONG,2017-12-22,Gladiator Individuals,Cameron Covington vs Andrew Snellen,None | round 3,Fall 1:23 | Fall 1:40
STRONG,2018-01-27,East Jessamine Individual,Jacob U`wren vs MATTHEW Embry,semifinals | round 1,Fall 5:12 | Fall 0:00
STRONG,2017-12-30,TATES CREEK IND TOURN,Cage Spicer vs Kevin Ensor,quarterfinals | cons. semis,Dec 8-3 | Dec 7-3
STRONG,2018-01-06,Johnny Drennan `85 Memorial Wrestling Invitational @ Father Ryan,12069976009 vs Zlatko Skuljan,quarterfinals | 3rd place match,Dec 6-1 | Dec 7-2
STRONG,2018-02-03,Kentucky JV State Tournament @ Union County,Nathen Wright vs Paul Kotarski,champ. round 1 | None,MD 14-2 | MD 13-2
STRONG,2018-02-03,Kentucky JV State Tournament @ Union County,Dominic Hope vs Noah Young,None | champ. round 1,Fall 0:49 | Fall 0:33
STRONG,2018-02-17,KHSAA State Championships,Jacob Cain vs Cole Thomas,champ. round 2 | cons. semis,Dec 2-1 | Dec 5-0
STRONG,2018-01-27,vs. Johnson Central,David Griffith vs Nick Giompalo,None | None,MD 11-3 | MD 12-3
WEAK,2018-01-27,vs. Johnson Central,Cole Wilson vs Blake Gamble,None | None,TF 19-4 0:00 | TF 21-5 6:00
STRONG,2017-12-30,Agie Skeens,Darrian Akers vs Levid Rodriguez,champ. round 2 | cons. round 5,Fall 0:33 | Fall 2:47
STRONG,2017-12-30,Agie Skeens,132969132 vs cameron willis,champ. round 2 | cons. round 5,Fall 0:27 | Fall 0:51
STRONG,2018-02-09,KHSAA Region 2,Hunter Butler vs Jabin Hite,quarterfinals | 3rd place match,Fall 1:53 | Fall 2:32
STRONG,2017-12-16,5 STAR,JEFFREY KINLEY vs Amaki Allen,semifinals | 1st place match,TF 19-3 0:00 | TF 19-3 0:00
STRONG,2018-01-27,East Jessamine Individual,Jack Allen vs Kevin Wolfe,cons. round 2 | cons. round 2,Fall 1:43 | Fall 1:00
STRONG,2018-01-27,vs. Madison Central,David Conner vs WILL KEENEY,None | None,MD 8-0 | MD 9-0
STRONG,2017-12-30,TATES CREEK IND TOURN,JOEY STUART vs 11951137009,quarterfinals | cons. semis,Dec 7-4 | Dec 4-1
STRONG,2017-12-30,Tates Creek Invitational,Nigel Lewis vs Umang Patel,quarterfinals | cons. semis,Fall 0:00 | Fall 0:00
STRONG,2017-12-30,Tates Creek Invitational,Logan Bertrand vs Chris Ashford,quarterfinals | cons. semis,Fall 0:00 | Fall 0:00
STRONG,2017-12-09,DERBY CITY CLASSIC,11944802009 vs Tobias Hargrove,champ. round 2 | 3rd place match,Fall 1:30 | Fall 0:32
STRONG,2018-02-09,KHSAA Region 4,Allen Anderson vs Peyton Martin,quarterfinals | 3rd place match,Fall 2:10 | Fall 3:00
STRONG,2017-12-23,Trey Culotta Invitational,11603333009 vs Michael Conner,round 4 | cons. round 3,Fall 0:23 | Fall 5:15
STRONG,2017-12-23,Trey Culotta Invitational,11524324009 vs Eli Peyton,round 1 | 3rd place match,Dec 5-4 | Dec 10-3
STRONG,2017-12-23,Trey Culotta Invitational,Keiron Perez vs 11617268009,round 5 | cons. round 3,Fall 3:41 | Fall 3:13
STRONG,2017-12-30,Tates Creek Invitational,Devin Johnson vs Ian Hughes,champ. round 2 | cons. round 3,Fall 0:00 | Fall 0:00
STRONG,2018-01-20,Dragon Invitational @ South Oldham,Charlie McKune vs Ben Stratford,cons. round 3 | None,Fall 2:53 | Fall 3:33
STRONG,2018-01-20,Dragon Invitational @ South Oldham,Justin Johnson vs Trevor Bennett,cons. round 2 | None,Fall 1:33 | Fall 1:19
STRONG,2018-01-30,Region 4 JV Tournament,-1 vs Hargrove Parker,None | None,Fall 0:51 | Fall 2:01
STRONG,2018-02-03,Kentucky JV State Tournament @ Union County,Hargrove Parker vs Cameron Spicer,quarterfinals | 5th place match | None | None,Fall 3:44 | Fall 4:57 | Fall 6:39 | Fall 4:48
STRONG,2018-02-03,Kentucky JV State Tournament @ Union County,Hargrove Parker vs Connor Helgeson,semifinals | None,Fall 0:41 | Fall 0:53
STRONG,2018-01-30,Region 4 JV Tournament,-1 vs Harrison Turrey,None | None,Fall 4:49 | Fall 2:34
STRONG,2018-02-03,Kentucky JV State Tournament @ Union County,Haydon Murphy vs Harrison Turrey,None | cons. round 1,Fall 0:33 | Fall 0:27
STRONG,2018-01-20,Dragon Invitational @ South Oldham,Agali Radzhapov vs Zachary Pledger,quarterfinals | 3rd place match,MD 11-0 | MD 10-2
STRONG,2018-01-30,Region 4 JV Tournament,-1 vs Gavin Roberts,None | None | None,Fall 2:53 | Fall 0:56 | Fall 0:30
STRONG,2018-02-03,Kentucky JV State Tournament @ Union County,Gavin Roberts vs Jack Calvery,semifinals | None,Fall 1:49 | Fall 1:48
STRONG,2018-02-03,Kentucky JV State Tournament @ Union County,Wesley Frazier vs Gavin Roberts,None | 5th place match,Fall 5:40 | Fall 4:53
STRONG,2017-12-09,2017 Ryle Raider Rumble,Trent Jackson vs Clayton Helms,None | round 1,Fall 2:28 | Fall 1:40
STRONG,2017-12-09,2017 Ryle Raider Rumble,Trent Jackson vs Kaden Darbro,None | round 3,Fall 4:49 | Fall 3:39
STRONG,2018-01-20,Dragon Invitational @ South Oldham,Alex Rivera vs Sawyer Boone,quarterfinals | None,Fall 3:23 | Fall 4:00
STRONG,2017-12-22,Gladiator Individuals,Jorden Burns vs 468112132,None | None,Fall 2:10 | Fall 0:39
STRONG,2017-12-22,Gladiator Individuals,Isaiah Newberry vs 468253132,None | None,Fall 0:14 | Fall 0:10
STRONG,2017-12-09,2017 Ryle Raider Rumble,Triston Brooks vs Chris Allen,round 2 | None,Fall 2:44 | Fall 2:50
STRONG,2018-01-20,Dragon Invitational @ South Oldham,Jonathan Velez vs John Franklin,cons. round 1 | None,Fall 0:57 | Fall 1:07
STRONG,2018-01-30,Region 4 JV Tournament,-1 vs Nathen Wright,None | None,Fall 0:53 | Fall 4:19
STRONG,2017-12-09,2017 Ryle Raider Rumble,Luis Ceron vs Matthew Clemons,None | round 1,Fall 4:52 | Fall 3:36
STRONG,2017-12-09,2017 Ryle Raider Rumble,Luis Ceron vs Christopher Troutman,None | round 3,Fall 1:56 | Fall 0:41
STRONG,2018-01-20,Dragon Invitational @ South Oldham,Luis Ceron vs Keith Monsour,cons. round 2 | None,Fall 3:07 | Fall 2:35
STRONG,2018-01-20,Dragon Invitational @ South Oldham,Isaiah Hale vs Noah Jones,quarterfinals | 3rd place match,Fall 1:45 | Fall 2:00
STRONG,2017-12-09,2017 Ryle Raider Rumble,Matthias Ervin vs Allen Anderson,round 3 | None,Fall 0:43 | Fall 1:16
STRONG,2018-01-20,Dragon Invitational @ South Oldham,Matt Figueroa vs Kadin Kulmer,champ. round 1 | None,Fall 1:08 | Fall 1:12
STRONG,2018-01-20,Dragon Invitational @ South Oldham,Matt Figueroa vs JaShon Charleston,cons. round 1 | None,Fall 5:57 | Fall 6:46
STRONG,2018-02-03,Kentucky JV State Tournament @ Union County,Matt Figueroa vs Bryce Russell,cons. round 2 | None,Fall 2:52 | Fall 3:35
STRONG,2018-01-20,Dragon Invitational @ South Oldham,Jeremiah Harlan vs Tyler Edwards,cons. round 2 | None,Fall 2:32 | Fall 4:37
STRONG,2018-01-30,Region 4 JV Tournament,-1 vs Jeremiah Harlan,None | None,Fall 1:55 | Fall 3:03
STRONG,2018-02-03,Kentucky JV State Tournament @ Union County,Jeremiah Harlan vs Corinthean Seals,semifinals | None,Fall 2:37 | Fall 3:50
STRONG,2018-02-03,Kentucky JV State Tournament @ Union County,Jeremiah Harlan vs James Crump,cons. semis | None,Fall 2:29 | Fall 3:32
STRONG,2018-02-03,Kentucky JV State Tournament @ Union County,John Hulette vs Jeremiah Harlan,None | 3rd place match,Fall 0:38 | Fall 0:31
STRONG,2017-12-09,2017 Ryle Raider Rumble,Marqus Malone vs Maxwell Pfeiffer,None | 7th place match,Fall 5:30 | Fall 4:40
STRONG,2018-02-03,Kentucky JV State Tournament @ Union County,Marqus Malone vs Joseph Beinlein,cons. semis | None,Fall 1:43 | Fall 2:49
STRONG,2018-02-03,Kentucky JV State Tournament @ Union County,Marqus Malone vs Avi Leffler,5th place match | None,Fall 4:23 | Fall 4:24
STRONG,2018-01-20,Dragon Invitational @ South Oldham,Cody Melton vs Stephen Herron,quarterfinals | None,Fall 1:38 | Fall 1:49
STRONG,2018-01-27,East Jessamine Individual,Samuel Tomah vs Cody Melton,round 3 | None,Fall 3:23 | Fall 4:38
STRONG,2017-12-09,2017 Ryle Raider Rumble,Damoreon Travis vs Isaac Marret,None | None,Dec 10-6 | Dec 11-7
STRONG,2018-01-20,Dragon Invitational @ South Oldham,Damoreon Travis vs Patrick Dumire,semifinals | None,Fall 2:19 | Fall 4:02
STRONG,2018-02-03,Kentucky JV State Tournament @ Union County,Neal White vs Avi Leffler,quarterfinals | None,Fall 0:17 | Fall 0:31
STRONG,2018-02-03,Kentucky JV State Tournament @ Union County,Neal White vs Joseph Beinlein,cons. round 3 | None,Fall 0:24 | Fall 0:31
STRONG,2018-02-09,KHSAA Region 2,Collin Cornish vs Matthew Mills,quarterfinals | 5th place match,Fall 1:37 | Fall 1:00
STRONG,2018-02-03,Mustang Classic - North Oldham,Perrin Whitt vs Allen R Jackson,champ. round 1 | champ. round 2,Fall 0:00 | Fall 0:00
STRONG,2018-02-09,KHSAA Region 2,Nate Humphrey vs George McDowell,quarterfinals | 3rd place match,Fall 3:21 | Fall 2:00
STRONG,2018-02-09,KHSAA Region 5,Damon Ganote vs Ben Stratford,cons. round 1 | cons. round 1,Fall 2:28 | Fall 3:32
STRONG,2018-01-27,2018 Fort Knox Invitational,Bryce Moberly vs Shane Gray,None | semifinals,Fall 0:36 | Fall 1:24
STRONG,2018-02-03,Mustang Classic - North Oldham,Marshall Royce vs Jeffrey Parker,quarterfinals | 5th place match,Dec 9-6 | Dec 7-5
STRONG,2017-12-30,Valley Main Event,Caige Clark vs Paul Perry,None | semifinals,Fall 0:44 | Fall 0:45
STRONG,2017-12-30,Valley Main Event,Shane Gray vs Ki Andre Todd,None | champ. round 1,Fall 1:00 | Fall 1:01
STRONG,2018-01-27,2018 Fort Knox Invitational,Shane Gray vs Jaelyn Hamilton,None | cons. semis,Dec 1-0 | Dec 3-0
STRONG,2018-01-27,2018 Fort Knox Invitational,Klemmer Nicodemus vs Jonathan Gaudin,None | semifinals,Dec 5-2 | Dec 3-0
STRONG,2017-12-30,Valley Main Event,Elijah Hatfield vs Patrick Dumire,None | round 4,Fall 1:14 | Fall 1:15
STRONG,2018-01-27,2018 Fort Knox Invitational,Elijah Hatfield vs Caleb Mills,None | quarterfinals,Fall 0:48 | Fall 1:12
STRONG,2017-12-30,Agie Skeens,11817481009 vs Dakota Starcher,None | None,Dec 6-0 | Dec 4-2
STRONG,2017-12-17,Cincinnati Coaches Classic,-1 vs Michael Dodge,None | None,Fall 1:10 | Fall 1:15
STRONG,2018-02-17,KHSAA State Championships,Seth Lutes vs Landon Lenhart,quarterfinals | 5th place match,Dec 4-1 | Dec 4-2
STRONG,2018-02-17,KHSAA State Championships,Jared Kelsay vs Cameron Ward,champ. round 2 | cons. semis,Dec 9-5 | Dec 11-10
STRONG,2017-12-30,Woodford County Invitational,Ryan Harrison vs Jackson Guilear,champ. round 1 | cons. round 5,Fall 0:00 | Fall 0:00
STRONG,2018-01-20,Capital City Classic,Truman Galusha vs Brennon Conrad,champ. round 2 | cons. semis,Dec 5-3 | Dec 6-4
STRONG,2018-01-20,Capital City Classic,Matthew Hullette vs 11822066009,champ. round 2 | cons. semis,Dec 7-0 | Dec 4-2
STRONG,2018-02-09,KHSAA Region 5,Tyler Little vs Connor McCubbin,quarterfinals | 3rd place match,Fall 1:07 | Fall 2:24
STRONG,2018-02-09,KHSAA Region 5,John Hulette vs Colton Kessinger,5th place match | 5th place match,Fall 1:41 | Fall 2:46
STRONG,2018-01-27,vs. Sheldon Clark,Cameron Purvis vs Brayden Jude,None | None,Dec 7-5 | Dec 5-4
STRONG,2018-02-03,Mustang Classic - North Oldham,Alex Lydic vs Landen Meadors,champ. round 2 | quarterfinals,Fall 0:12 | Fall 1:48
STRONG,2018-02-03,Mustang Classic - North Oldham,Tyjeric Williams vs Josh Geiser,cons. round 3 | cons. semis,Fall 1:00 | Fall 5:00
