id,name,team,canon,acc,list
41509071,Blake Brown,Ohio County,41-16,42-17,41-16
62427071,Blake Day,Ashland Blazer,30-14,30-14,28-14
5400426009,Blake Denny,Henry Clay,26-23,25-23,25-23
49273013,Blake Gamble,Johnson Central,56-8,56-8,52-8
5180601009,Blake Roth,Walton Verona,41-18,41-18,40-17
71628076,Bobby Brock,Letcher County Central,2-9,2-7,2-9
35247013,Brad Krebs,Campbell County,38-10,38-10,37-10
53691071,Braden Mulcahy,Walton Verona,8-6,8-5,8-5
5946778009,Braden Sperry,Caldwell County,32-15,33-15,32-13
46455071,Braden Wyatt,Bourbon County,39-16,32-11,37-15
5829578009,Bradley Fox,Oldham County,1-2,1-4,1-2
5400435009,Bradley Miller,Henry Clay,7-3,6-3,7-3
40837071,Bradley Nance,Thomas Nelson,14-8,13-7,14-8
63712076,Brady Gibson,Tates Creek,20-18,20-17,20-17
69125071,Brady Wells,Campbell County,41-7,42-7,40-7
40841071,Brandon Campbell,Thomas Nelson,6-18,6-16,6-18
5621576009,Brandon Hatfield,Phelps,18-9,18-8,18-9
163279013,Brandon Johnson,Dixie Heights,20-0,18-0,17-0
31886076,Brandon Leak,North Hardin,26-7,27-7,26-7
5573977009,Brandon Powers,Apollo,23-13,23-13,22-13
5827487009,Brandon Py,Scott,4-2,4-1,4-2
31700076,Brandon Reed,Iroquois,33-4,33-5,32-5
6101540009,Brandon Williams,Harrison County,11-3,12-3,10-3
14026013,Brendan Waltenburg,Bullitt Central,17-22,17-21,17-22
32197010,Brenden St. John,Meade County,23-13,22-13,23-13
72554076,Brent Hudgins,Harrison County,27-12,27-12,27-11
73702071,Brett Graziani,Campbell County,40-15,40-16,39-15
5829443009,Brett Shea,Oldham County,20-25,20-26,20-25
30414010,Brett Tully,Trinity (Louisville),1-3,1-1,1-3
5544189009,Brian Maguire,Desales,8-38,8-37,8-37
41570071,Brian Miller,Ohio County,39-3,41-2,38-3
153905076,Brian Mortberg,South Oldham,12-3,11-3,12-3
73704071,Brian Skinner,Campbell County,20-22,17-21,19-20
38754010,Brice Cravens,South Oldham,6-28,7-28,6-28
34250011,Brody Haverrstick,John Hardin,36-11,37-11,35-11
5909510009,Brody Stevens,Bryan Station,22-9,21-8,22-9
73683071,Bryan Holden,Campbell County,38-15,39-15,38-14
35251013,Bryan Howell,Campbell County,16-29,17-28,15-26
5537464009,Bryan Mike,Fairdale,9-11,8-11,9-11
38200010,Bryan Pratt,Meade County,27-16,26-15,26-16
35254013,Bryan Spahr,Campbell County,41-9,41-9,38-9
4604071,Bryce Hoffman,Fern Creek,56-11,55-11,56-11
65849071,Bryce Reiter,Thomas Nelson,9-15,8-15,9-15
8502076,Bryce Sheffer,Union County,50-2,58-2,49-2
41347011,Bryson Brooks,Paducah Tilghman,2-6,3-6,2-6
27130076,Bryson Jones,Scott County,31-7,31-6,31-7
16651076,Cade Wagoner,Bourbon County,12-28,11-25,11-27
71207076,Cade Willingham,Fern Creek,9-18,8-18,9-18
28298071,Cagen Wallace,Wayne County,58-11,57-10,58-10
38753010,Caine Boyer,South Oldham,14-29,14-29,14-28
5829624009,Caleb Ayres,Oldham County,24-21,25-22,24-21
5615127009,Caleb Boyles,Anderson County,21-8,21-7,21-8
5891622009,Caleb Lane,Valley,17-16,17-16,16-16
50891071,Caleb Medley,Daviess County,10-17,10-18,10-18
5946754009,Caleb Riley,Caldwell County,13-22,13-24,13-22
72041076,Caleb Swartz,John Hardin,0-2,0-3,0-2
158726094,Cameron Bixler,Franklin County,8-10,7-10,8-9
7692071,Cameron Blankenship,Male,36-17,35-17,35-17
5861315009,Cameron Bryant,Eastern,19-8,13-5,19-8
5696034009,Cameron Catron,Belfry,16-17,16-17,16-16
5696459009,Cameron Dearmond,Hopkinsville,27-21,26-20,27-21
5369920009,Cameron Ward,St. Xavier,16-25,15-26,16-25
27397011,Carly O`Neill,Bullitt East,12-28,13-29,12-26
5827790009,Carter Petrey,Grant County,0-11,0-11,0-10
5180600009,Carter Redman,Walton Verona,18-23,18-24,18-22
105673107,Casey Cook,Letcher County Central,2-9,2-8,2-9
4598071,Cedric Binford,Fern Creek,34-7,33-7,34-7
68348076,Chance Collins,University Heights,36-6,34-7,35-6
41340011,Chance Orr,Paducah Tilghman,17-8,18-8,17-8
8509076,Chance Oxford,Union County,40-12,42-15,37-11
48701071,Chancellor Caldwell,Dupont Manual,32-12,31-12,32-12
5909494009,Chandler Barrett,Bryan Station,8-8,8-6,8-8
9490010,Chandler Hartlage,North Oldham,1-6,1-5,1-6
53547071,Chandler Watkins,Ryle,1-1,0-1,1-1
68350076,Charles Fiscella,University Heights,7-26,6-24,7-25
5537449009,Charles Juras,Fairdale,12-16,11-16,12-16
5861327009,Charles Priddy,Eastern,4-15,3-10,4-15
5993949009,Charles Pyles,Southern,12-14,12-14,12-13
5402068009,Charlie Roarx,La Rue County,21-17,21-17,21-16
41500071,Chase Arnold,Ohio County,9-16,9-14,9-15
27374011,Chase Askins,Bullitt East,23-10,23-10,22-9
7615071,Chase Black,Jeffersontown,26-13,26-13,25-13
72556076,Chase Blanton,Harrison County,9-1,10-1,9-1
183917071,Chase Highlander,Harrison County,8-7,8-6,7-7
180107,Chevy Genoe,Mccreary Central,29-9,28-9,29-9
87711071,Chris Atkinson,Taylor County,4-5,3-5,4-5
51982071,Chris Borchers,Cooper,14-7,14-8,14-6
7620071,Chris Salinas,Jeffersontown,32-17,31-17,32-16
5369919009,Chris Summers,St. Xavier,0-2,0-1,0-2
12514071,Chris Vaske,Boone County,46-18,46-19,46-17
68352076,Christian Barefield,University Heights,4-13,4-10,4-13
5697822009,Christian Bowling,Montgomery County,31-14,28-10,31-14
72569076,Christian Sinckler,Harrison County,4-4,4-4,3-3
5180595009,Christopher McKinney,Walton Verona,20-21,20-23,19-21
55783076,Christopher Morrow,Madison Central,33-10,32-9,33-10
72559076,Clay Arthur,Harrison County,36-21,38-21,34-19
26186076,Clay Benge,Boyle County,4-4,4-3,4-4
30814071,Clayton Boyd,Conner,34-9,33-9,34-9
40862094,Clayton Helms,Valley,14-19,14-20,14-19
52493013,Clayton Kelly,Meade County,6-4,6-4,5-4
151732013,Clayton Polly,Letcher County Central,7-3,7-2,7-3
8195011,Clayton Raby,St. Xavier,6-4,5-4,6-4
38747010,Clayton Warren,South Oldham,24-25,25-25,23-25
53532071,Clint Chaffee,Ryle,30-20,29-20,30-20
6057739009,Codey Mattingly,Trinity (Whitesville),17-18,17-16,17-18
62186071,Cody Browning,Boone County,25-28,26-26,25-26
5621780009,Cody Dotson,Phelps,11-14,11-14,11-13
51864071,Cody Huston,Cooper,34-2,34-2,33-2
11686076,Cody Jackson,Calloway County,17-18,17-19,17-17
41559071,Cody Krystynak,Ohio County,1-1,1-0,1-1
73693071,Cody Orth,Campbell County,6-5,5-4,6-5
5827718009,Cody Roland,Scott,32-18,32-20,31-18
5827873009,Cody Roundtree,Grant County,30-8,31-8,30-8
5827538009,Cody Shultz,Scott,33-14,35-15,32-14
5616776009,Cody Thomas,Central Hardin,30-22,28-23,29-21
72579076,Colby Adams,Harrison County,15-20,16-20,13-20
11685076,Colby Culver,Calloway County,33-11,33-11,33-10
5616738009,Cole Riney,Central Hardin,13-12,14-10,13-12
8503076,Cole Sherman,Union County,35-8,35-8,30-8
7624071,Cole Zehnder,Jeffersontown,30-21,28-21,30-21
72558076,Colin Coy,Harrison County,42-11,45-12,41-11
53173076,Colin Stevens,Trigg County,15-6,12-4,15-6
35249013,Collin Barrett,Campbell County,31-10,28-10,30-10
32192010,Collin Morris,Meade County,0-7,0-6,0-7
9493010,Collin Portman,North Oldham,58-5,57-5,56-4
9488010,Collin Waples,North Oldham,34-22,34-21,33-22
51863071,Colt Hatridge,Cooper,14-8,14-9,13-8
4596071,Colton Lampe,Fern Creek,19-7,18-7,19-7
5697828009,Colton Miller,Montgomery County,34-11,32-9,34-11
30415010,Colton Spencer,Trinity (Louisville),5-8,4-6,5-8
177107,Conner Ball,Mccreary Central,18-18,18-17,18-18
4470011,Conner Goldsmith,Trinity (Louisville),17-15,16-12,16-14
72563076,Conner Hutchison,Harrison County,10-19,10-18,10-19
33936071,Conner Keenan,Fort Campbell,35-16,36-17,34-16
8504076,Conner Sherman,Union County,35-10,35-10,33-9
51859071,Connor Ashley,Cooper,4-8,4-8,4-7
4599071,Connor Cambron,Fern Creek,51-7,50-7,51-7
7628071,Connor Ridenour,Jeffersontown,4-19,4-18,4-19
87737071,Cooper Hall,Taylor County,20-12,18-12,20-12
55785076,Corbin Couch,Madison Central,21-11,22-11,20-11
33915071,Corbin Ryder,Fort Campbell,28-21,28-21,26-20
39376076,Cordell Vaske,Boone County,17-18,17-17,17-18
32179010,Corey Knoth,Meade County,25-9,24-9,25-9
10338011,Corey Lewis,Spencer County,2-9,2-8,2-8
5827887009,Corey Wells,Grant County,8-10,9-10,8-10
40839071,Cory Ashbaugh,Thomas Nelson,17-16,16-15,17-16
78708076,Cory Stacy,Sheldon Clark,37-11,37-10,37-10
5935076,Craig McGhee,Covington Catholic,23-22,21-22,22-22
26192076,Cruz Murphy,Boyle County,19-18,19-17,19-18
5861330009,Cullen Smith,Eastern,2-19,2-15,2-18
53983071,Curtis Mathews,Boyle County,19-29,19-28,19-28
73783076,D`mitri Dozier,Holmes,15-18,15-18,14-18
5530740009,Da`rius Calloway,Central,29-29,28-28,28-29
32137010,Dakota Brown,Meade County,2-3,2-2,2-3
71635076,Dakota Green,Letcher County Central,2-1,1-0,2-1
41536071,Dakota Himes,Ohio County,35-17,34-19,35-16
32164010,Dakota Hoskins,Meade County,34-22,33-21,33-22
5616735009,Dakota Jones,Central Hardin,38-10,38-9,38-10
35248013,Dakota Lillie,Campbell County,37-16,36-17,34-16
78717076,Dakota Putnam,Sheldon Clark,9-19,9-18,9-19
87759071,Dakota Santiago,Taylor County,13-16,13-16,13-15
5827439009,Dale Hensley,Scott,32-8,33-9,31-8
5696453009,Dale Robertson,Hopkinsville,24-25,24-23,24-23
8192011,Dallas Miles,St. Xavier,41-16,42-16,40-16
51198071,Dallas Ochsenbein,North Oldham,36-5,36-5,34-5
32142010,Dalton Dowdle,Meade County,1-2,3-2,1-2
8497076,Dalton Hedgepath,Union County,13-12,14-13,11-8
32165010,Dalton Jett,Meade County,20-18,20-15,20-17
5616752009,Dalton Parr,Central Hardin,20-9,20-8,20-9
27352011,Dalton Priddy,Bullitt East,31-11,32-12,30-11
68346076,Dalton Putty,University Heights,37-15,36-15,37-15
5900737009,Dameon Black,Lafayette,30-7,29-7,30-7
137924076,Damon Ganote,South Oldham,5-17,5-16,5-16
21364076,Damoreon Travis,Jeffersontown,44-16,42-16,43-16
68303076,Daniel Dyess,University Heights,33-14,32-14,32-14
5829604009,Daniel Kimble,Oldham County,20-17,20-17,19-17
24872076,Daniel Knight,Christian County,49-17,49-17,48-17
5946753009,Daniel Moll,Caldwell County,8-23,8-24,8-23
45805071,Daniel Wohlfarth,Whitley County,8-10,8-11,8-10
4057011,Danten Rice,Trinity (Louisville),36-15,35-15,35-15
5891625009,Darian Burns,Valley,7-14,7-17,7-14
4046011,Darian Story,Trinity (Louisville),11-28,10-26,11-28
63741076,Darrell Richardson,Tates Creek,16-13,17-13,15-11
58417010,Darrin Jones,North Bullitt,5-16,5-15,5-16
11684076,David Clark,Calloway County,16-21,17-21,16-20
35257013,David Danford,Campbell County,14-19,14-18,14-18
27136076,David DeWolfe,Scott County,0-2,0-1,0-2
50237011,David Harris,Fairdale,11-18,10-19,10-18
3553076,David Lynam,Newport,34-24,33-24,33-22
36272011,David Nguyen,Western,9-18,9-17,9-18
5759248009,David Williams,Ryle,1-1,0-0,1-1
6848013,David Woods,Calloway County,23-18,25-18,23-18
5697793009,Dax Hays,Montgomery County,38-7,36-7,38-7
51973071,Daylan Bailey,Cooper,22-16,21-18,22-16
48719071,Daylen Eichenberger,Dupont Manual,34-11,33-11,34-11
74865011,DeAnte Washington,Trinity (Louisville),0-2,0-1,0-2
5530751009,Deeric Milan,Central,18-23,16-21,17-23
5530753009,Deeric Newby,Central,7-13,6-12,7-13
43565076,Demarrea Allen,Lafayette,18-19,17-18,18-19
36271011,Demonte Parrish,Western,16-24,16-23,15-24
5086324009,Demwan Hall,Franklin County,38-9,36-9,36-9
5946751009,Denzel Aldrich,Caldwell County,4-6,4-7,4-6
5530744009,Denzel Dapremont,Central,4-7,3-5,4-6
73827076,Deontae Rone,Holmes,15-15,14-15,14-15
71998076,Derek Armer,John Hardin,27-16,28-16,27-16
41331011,Derek Miller,Paducah Tilghman,12-4,12-3,12-3
24008010,Derek Ringlen,Doss,33-13,34-13,32-13
30813071,Derek Wiley,Conner,44-13,43-13,44-13
3565076,Deric Applegate,Newport,37-12,38-12,37-11
5606838009,Dermot Cunningham,Woodford County,17-14,17-14,16-13
63009013,Derrick Miller,Paducah Tilghman,14-4,13-4,14-4
34638071,Derrick Smallwood,North Hardin,23-5,22-3,23-5
5909490009,Derrick Soper,Bryan Station,21-5,22-5,21-4
26197076,Derrick Witmer,Boyle County,20-16,20-15,20-16
66780071,Desmond Lewis,Valley,31-22,31-24,31-22
53277076,Devon Ray,Central,9-19,9-16,9-19
53220076,Devonta Turner,Trigg County,24-12,25-13,24-12
24885076,Diion Leavell,Christian County,32-16,32-15,32-15
5609277009,Dillon Donithon,Pikeville,5-10,5-11,5-10
53545071,Dominic Toepfert,Ryle,2-3,2-2,2-3
34640071,Dominique Salgado,North Hardin,6-23,6-22,6-23
330094,Donovan Lay,Mccreary Central,9-26,10-25,10-26
36261011,Donte Butler,Western,16-11,16-11,16-10
66789071,Dquante Miller,Valley,26-14,27-15,26-14
34065011,Drake Davis,Tates Creek,3-11,3-12,3-10
3547076,Drevon Jones,Newport,38-21,38-21,36-20
168107,Drew Bell,Mccreary Central,11-14,11-13,11-14
16167076,Drew Johnson,North Oldham,47-18,49-19,46-18
26193076,Drew Nevius,Boyle County,5-9,5-8,5-9
50135011,Drue Yates,Fairdale,9-21,9-20,9-21
5621623009,Dustin Dotson,Phelps,23-5,23-4,23-4
81931076,Dustin Horne,Danville,14-31,14-30,14-30
5861322009,Dwayne Johnson,Eastern,27-15,24-13,26-15
10340011,Dylan Brooks,Spencer County,2-27,2-27,2-26
151701013,Dylan Campbell,Letcher County Central,4-4,4-3,4-4
26251076,Dylan Casey,Boyle County,7-20,7-19,7-20
33927071,Dylan Edwards,Fort Campbell,8-7,8-8,8-7
9502010,Dylan Gilezan,North Oldham,13-21,13-22,13-20
33284011,Dylan Goetz,Dixie Heights,14-16,14-13,14-13
5400432009,Dylan Gradone,Henry Clay,7-12,7-11,7-12
5946799009,Dylan Gray,Caldwell County,33-9,35-9,32-8
53537071,Dylan Holt,Ryle,18-22,18-21,18-20
5907300009,Dylan Isaacs,Franklin County,14-13,13-13,13-13
32183010,Dylan Knowlton,Meade County,35-10,33-8,35-10
72557076,Dylan Lewis,Harrison County,2-6,2-6,2-5
41568071,Dylan Marlow,Ohio County,23-15,21-14,23-15
55915076,Dylan Mayes,Madison Central,29-14,27-13,27-13
50059071,Dylan Napier,Perry County Central,2-2,2-1,2-2
133644107,Dylan Rogers,Eastern,1-9,1-5,1-9
49375013,Edmond Collins,Johnson Central,42-14,43-14,38-14
24889076,Edward Agulto,Christian County,22-19,22-18,22-18
5829437009,Eli Soeder,Oldham County,3-8,3-9,3-8
5827713009,Eli Sowder,Scott,24-5,26-4,24-5
63706076,Elias Eqal,Tates Creek,27-17,29-17,27-17
73710071,Elisiah Matthews,Campbell County,38-9,40-8,36-9
5530735009,Elliott Kelly,Central,29-36,27-35,28-35
26187010,Emeh Ebube,Bryan Station,3-2,3-1,3-2
81935076,Eric Bloh,Danville,7-24,7-25,7-24
5993980009,Erik Decker,Southern,23-13,24-15,23-13
33948071,Ernest Simmons,Fort Campbell,4-10,4-11,4-10
6386599009,Eros Zuniga,Paul Dunbar,2-8,2-7,2-8
16071010,Ethan Daum,Atherton,21-17,22-17,21-17
5827716009,Ethan Frank,Scott,38-13,38-12,36-12
33891071,Ethan French,Bourbon County,14-14,14-12,14-14
41558071,Ethan Hoover,Ohio County,11-29,12-30,11-29
5697851009,Ethan Johnson,Montgomery County,9-10,9-9,9-10
50056071,Ethan Miller,Perry County Central,7-7,7-7,6-7
9500010,Ethan Murphy,North Oldham,21-10,21-10,21-9
50061071,Ethan Riley,Perry County Central,21-9,20-8,20-8
5696574009,Eugene Butler,Hopkinsville,37-14,36-13,37-14
5542369009,Evan Allen,Desales,6-19,6-18,6-18
5400431009,Evan Cannon,Henry Clay,24-17,24-17,25-17
38745010,Evan Rademaker,South Oldham,31-15,32-15,31-15
5179369009,Fatu Sevelo,Madison Southern,17-18,18-17,17-17
5086328009,Fernando Rebolledo,Franklin County,34-9,34-8,32-9
72578076,Fox Ruano,Harrison County,0-7,0-7,0-6
6215091009,Frank Bryant,Waggener ,3-2,0-0,2-2
5948821009,Freddie Winston,Western,30-15,29-14,29-15
24880076,Froilan Agulto,Christian County,43-22,43-22,43-21
49033013,GEORDAN BLANTON,Johnson Central,47-3,48-3,44-3
48707071,Gabe Jackson,Dupont Manual,10-14,10-13,10-14
14019013,Gabriel Goomey,Bullitt Central,8-22,9-22,8-22
8176011,Gage Cumella,St. Xavier,20-14,20-13,20-13
1664094,Gage Duff,Montgomery County,17-16,17-15,17-16
3563076,Gage Jones,Newport,47-8,48-8,47-8
41545071,Gage Parker,Ohio County,20-29,19-28,20-29
33287011,Gage Scaggs,Dixie Heights,18-22,16-19,17-20
63808076,Garrett Belcher,Tates Creek,2-6,2-7,2-6
7699071,Garrett Chandler,Male,50-5,52-5,50-5
87707071,Garrett Haggerty,Taylor County,32-12,32-10,32-12
9081076,Garrett McElroy,Walton Verona,20-22,20-23,20-20
81934076,Garron Moody,Danville,35-12,36-11,35-12
18169076,Gaston Franchi,Fern Creek,12-24,12-23,12-23
137866076,Gavin Foushee,Seneca,7-11,7-10,7-11
55784076,Gavin Williams,Madison Central,26-22,23-20,26-22
112489107,Gavynn Davis,McCracken County,4-15,4-15,4-14
5621747009,Gena Coleman,Phelps,0-4,0-3,0-4
55786076,Gentry Deck,Madison Central,18-7,17-6,18-7
5891600009,George Gibson,Valley,20-24,22-24,20-24
69484071,Gideon Ellison,Fort Campbell,10-18,9-18,10-18
62423071,Grant Kruger,Ashland Blazer,42-5,42-5,41-5
103526011,Grayson Conley,Boyd County,1-12,1-13,1-12
87740071,Griffin Hall,Taylor County,9-5,9-6,8-5
5530754009,Grover Russell,Central,16-27,16-27,16-26
5896374009,Haitham Nasser,Tates Creek,4-11,4-10,4-11
81889076,Hamilton Young,Danville,29-14,29-15,29-14
6101624009,Harley Bruin,Harrison County,2-4,2-5,2-4
74863011,Hart Sanders,Trinity (Louisville),2-3,2-2,2-3
26196076,Hayden Shepherd,Boyle County,27-12,26-12,27-12
48717071,Hayden Vinegar,Dupont Manual,17-4,16-4,16-4
5696583009,Holden Saunders,Hopkinsville,3-5,3-4,3-5
5606836009,Hunter Berry,Woodford County,17-13,17-15,17-13
5609328009,Hunter Heffington,Pikeville,1-4,1-3,1-4
38194010,Hunter Knoth,Meade County,32-18,32-16,32-18
35250013,Hunter Parnell,Campbell County,13-16,12-16,13-16
5180602009,Hunter Ruber,Walton Verona,23-13,23-13,22-13
89479076,Hunter Vlach,McCracken County,8-17,7-16,8-17
66706071,Husseini Husseine,Valley,20-12,21-11,19-11
5829488009,Ian Fullerton,Oldham County,32-14,33-14,32-14
4466011,Ian Robert,Trinity (Louisville),19-23,19-25,19-23
5861331009,Immanuel Sudduth,Eastern,25-18,19-14,25-18
53218076,Isaac Aguiar,Trigg County,5-7,6-7,5-7
5615069009,Isaac Mason,Anderson County,28-5,27-5,27-5
5829567009,Isaiah Hale,Oldham County,5-13,5-14,5-13
5696557009,Isaiah Lawson,Hopkinsville,50-9,49-9,49-9
24898076,Ishmael Griffie,Christian County,15-10,14-9,15-10
5180610009,Isiah Macaraniag,Walton Verona,22-9,22-9,21-8
81928076,Isiah Scott,Danville,24-15,23-15,24-15
81929076,Isiah Stogdill,Danville,10-16,11-16,10-16
248517094,Isiah Tindall,Bryan Station,1-4,1-5,1-4
5606852009,Israel Angeles,Woodford County,3-9,3-9,3-8
5369902009,Issac Pledger,St. Xavier,7-3,6-2,7-3
26199076,Issiah Isaac,Boyle County,10-23,10-22,10-23
5948791009,Ivan English,Western,10-9,8-9,9-9
5696553009,Ivan Lawson,Hopkinsville,41-14,38-14,40-13
5907296009,Jack Anderson,Franklin County,8-19,8-17,8-18
53533071,Jack Dorne,Ryle,42-20,41-19,41-19
5606834009,Jack Fallon,Woodford County,40-7,39-8,38-7
5573971009,Jack Fuller,Apollo,23-11,23-10,23-11
11674076,Jack Haynes,Calloway County,32-15,32-16,32-14
5606858009,Jack Hill,Woodford County,7-17,7-18,7-16
50722071,Jack Lindsey,Madison Central,29-19,27-19,29-19
7689071,Jack Lucas,Male,31-15,32-16,31-15
41369011,Jackson Fitzgerald,Paducah Tilghman,7-11,7-14,7-11
87790071,Jackson Grimsley,Taylor County,9-9,10-11,9-9
141361013,Jackson Holland,Pikeville,2-5,2-6,2-5
8500076,Jackson Oxford,Union County,46-6,49-6,43-6
11668076,Jacob Bellah,Calloway County,30-11,30-12,30-11
14021013,Jacob Blissitt,Bullitt Central,2-13,2-14,2-13
48774071,Jacob Bratcher,Dupont Manual,37-11,36-12,36-11
31882076,Jacob Burroughs,North Hardin,15-4,15-3,15-4
45808071,Jacob Caldwell,Whitley County,3-6,3-7,3-6
5616729009,Jacob Guess,Central Hardin,2-12,2-11,2-12
