id,name,team,canon,acc,list
1443398009,A.J. Bindner,St. Xavier,21-4,16-3,21-4
1428954009,Aaron Avis,Shawnee,1-5,0-3,1-4
1280799009,Aaron Bailey,East Ridge,0-3,0-2,0-3
1251822009,Aaron Chandler,Central Hardin,6-9,6-8,6-9
1319410009,Aaron Conway,Holy Cross (Louisville),21-20,19-17,21-20
1426191009,Aaron Cortez,Scott County,3-2,2-1,3-2
1250759009,Aaron Duncan,Central,3-22,3-17,3-22
1387986009,Aaron Fulton,Ohio County,8-8,8-7,8-8
1403235009,Aaron Hill,Pleasure Ridge Park,5-30,5-27,5-30
1314739009,Aaron Holliman,Henry Clay,2-3,2-1,2-3
1275549009,Aaron Munoz,Dixie Heights,30-16,30-14,28-15
1454854009,Aaron Stevens,Trigg County,46-4,38-3,46-4
1296569009,Aaron Valentine,Franklin County,16-7,12-7,15-7
1391878009,Aaron Veach,Owensboro,2-17,1-10,2-17
1314732009,Aaron Warta,Henry Clay,33-16,26-14,32-16
1325556009,Aarron Wilson,Iroquois,10-7,8-5,10-7
1270789009,Abby Sallee,Danville,4-9,2-8,4-9
1281398009,Adam Miller,Eastern,5-4,2-3,5-4
1369704009,Adam Rivera,Moore,25-17,21-14,25-16
1276417009,Adam Yashinto,Doss,27-24,26-19,27-24
1388542009,Addison Deckard,Oldham County,30-17,24-13,30-17
1240906009,Adrian Shifflett,Bullitt Central,0-2,0-1,0-2
1325543009,Ahmad Alokozai,Iroquois,16-9,8-5,16-9
1235581009,Ahmad Hameidan,Boone County,23-22,22-23,23-22
1427248009,Ainansha Ahmed,Seneca,1-6,0-3,1-6
1377599009,Albert Guzman,Newport,9-38,9-29,9-37
1264231009,Alec Marquis,Conner,6-9,6-8,6-9
1360615009,Alec Mielke,Meade County,32-11,28-10,32-11
1353691009,Alex Burke,Male,20-10,14-9,20-10
1476090009,Alex Caldwell,Whitley County,3-9,3-3,3-9
1360606009,Alex Hogan,Meade County,35-9,29-6,35-9
1369115009,Alex Holt,Montgomery County,33-14,27-11,33-14
