evidence,date,event,names,rounds,results
STRONG,2015-01-17,Tiger invitational,Ivan Lawson vs Braden Sperry,None | None,Dec 9-4 | Dec 10-4
STRONG,2015-02-14,KHSAA Region 1,Braden Sperry vs Jackson Oxford,semifinals | semifinals,Fall 1:30 | Fall 0:32
STRONG,2015-01-17,Hopkinsville Classic,Kobe Perry vs Dylan Gray,semifinals | None,Dec 4-2 | Dec 8-3
STRONG,2015-02-14,KHSAA Region 1,Tige Littlefield vs Cole Sherman,semifinals | semifinals,Fall 3:09 | Fall 2:52
STRONG,2015-01-17,Tiger invitational,James McDow vs Nick Dickerson,None | None | quarterfinals | 3rd place match,Fall 1:35 | Fall 5:05 | Fall 1:36 | Fall 4:55
STRONG,2015-01-17,Hopkinsville Classic,Austin Zeppes vs Dale Robertson,cons. semis | None,Fall 4:38 | Fall 5:38
STRONG,2015-02-14,KHSAA Region 1,Austin Zeppes vs Micah Ervin,semifinals | semifinals,Fall 1:34 | Fall 1:37
STRONG,2015-01-17,Hopkinsville Classic,Scott Ruttman vs Zlatko Skuljen,quarterfinals | None,Fall 0:52 | Fall 1:09
STRONG,2015-02-14,KHSAA Regional Tournament,Scott Ruttman vs Rylan Ervin,3rd place match | 3rd place match,Dec 8-5 | Dec 10-5
STRONG,2015-02-14,KHSAA Region 1,Jack Haynes vs Chance Oxford,semifinals | semifinals,TF 17-2 5:08 | TF 17-2 4:00
STRONG,2015-02-14,KHSAA Region 1,Logan Thomas vs Tim Pike,cons. semis | cons. semis,MD 11-3 | MD 13-3
STRONG,2015-01-17,Hopkinsville Classic,Nicholas Walls vs Kellie Milburn,quarterfinals | None,Fall 0:45 | Fall 1:15
STRONG,2015-02-14,KHSAA Region 1,Colby Culver vs Conner Sherman,semifinals | semifinals,Fall 2:48 | Fall 2:07
STRONG,2015-01-17,Hopkinsville Classic,Cody Jackson vs Katayvon Anthony,cons. semis | None,Fall 2:30 | Fall 3:31
STRONG,2015-01-17,Hopkinsville Classic,David Clark vs Logan Thomas,quarterfinals | None,Fall 0:49 | Fall 1:49
STRONG,2015-02-14,KHSAA Region 6,dante castellano vs Brady Wells,semifinals | champ. round 3,MD 11-1 | MD 11-1
STRONG,2015-01-24,Capital City Classic,Collin Barrett vs Donte Butler,None | None,Fall 1:10 | Fall 2:08
STRONG,2015-02-14,KHSAA Region 6,Dakota Lillie vs Sloan McMillin,champ. round 1 | quarterfinals,MD 13-5 | MD 13-5
STRONG,2015-02-14,KHSAA Region 6,Brad Krebs vs Noah Lucas,champ. round 2 | quarterfinals,Fall 1:32 | Fall 1:32
STRONG,2015-02-14,KHSAA Region 6,Dale Hensley vs Bryan Holden,cons. semis | cons. round 4,Fall 4:22 | Fall 4:05
STRONG,2015-02-14,KHSAA Region 6,Bryan Spahr vs Kyle Mardis,champ. round 1 | champ. round 1,Fall 1:30 | Fall 1:31
STRONG,2015-02-14,KHSAA Region 6,Bryan Spahr vs Braden Mulcahy,champ. round 2 | quarterfinals,MD 12-0 | MD 12-0
STRONG,2015-02-14,KHSAA Region 6,Bryan Spahr vs Ethan Frank,champ. round 3 | semifinals,Fall 1:30 | Fall 1:31
STRONG,2014-12-13,Raider Rumble,Justin Torgerson vs Bryan Howell,round 2 | champ. round 2,Fall 1:17 | Fall 0:15
STRONG,2015-02-14,KHSAA Region 6,Bryan Howell vs Jack Dorne,quarterfinals | champ. round 2,Dec 9-2 | Dec 7-4
STRONG,2015-02-14,KHSAA Region 6,Josh Geiser vs Bryan Howell,cons. round 3 | cons. round 3,Fall 1:44 | Fall 1:41
STRONG,2015-01-24,Capital City Classic,Malik Powell vs Brian Skinner,None | None,Fall 4:31 | Fall 4:30
STRONG,2015-02-14,KHSAA Region 6,Cody Roland vs Brian Skinner,champ. round 2 | quarterfinals,MD 13-5 | MD 15-5
STRONG,2015-02-14,KHSAA Region 6,Christopher McKinney vs Brian Skinner,cons. round 3 | cons. round 1,Dec 17-10 | Dec 10-6
STRONG,2014-12-13,vs. Campbell County,Carter Petrey vs Zach Joering,None | None,Fall 3:05 | Fall 2:00
STRONG,2015-01-24,Capital City Classic,Jarrod Stadtmiller vs Dakota Santiago,None | None,Dec 10-3 | Dec 6-4
STRONG,2015-02-14,KHSAA Region 6,Jarrod Stadtmiller vs Matthew Munoz,champ. round 2 | quarterfinals | 3rd place match,Fall 5:05 | Fall 5:06 | Fall 1:44
STRONG,2015-02-14,KHSAA Region 6,Jarrod Stadtmiller vs Garrett McElroy,cons. round 3 | cons. round 3,Fall 2:55 | Fall 2:54
STRONG,2014-12-13,Raider Rumble,Andrew Varble vs Elisiah Matthews,champ. round 3 | round 3,Fall 2:29 | Fall 2:29
STRONG,2015-02-14,KHSAA Region 6,Jordan Mason vs Noah Wolf,champ. round 2 | 3rd place match,Dec 6-5 | Dec 3-1
STRONG,2015-02-14,KHSAA Region 6,Josh Ellenberger vs Brett Graziani,champ. round 2 | quarterfinals,Fall 0:39 | Fall 0:40
STRONG,2014-12-13,Raider Rumble,Austin Myers vs Jack Hill,None | round 3,Fall 0:11 | Fall 0:18
STRONG,2015-02-14,KHSAA Region 6,Austin Myers vs Ben Huth,champ. round 2 | quarterfinals,Fall 0:48 | Fall 0:49
STRONG,2015-02-14,KHSAA Region 6,Austin Myers vs Josh Mullins,champ. round 3 | semifinals,Fall 0:32 | Fall 0:33
STRONG,2015-03-10,KHSAA State Wrestling Championships,Austin Myers vs Jose Martinez,champ. round 1 | champ. round 1,Fall 2:06 | Fall 0:12
STRONG,2014-12-13,vs. Campbell County,Mitch Patrick vs David Danford,None | None,Dec 6-4 | Dec 7-3
STRONG,2014-12-03,vs. Desales,Da`rius Calloway vs Evan Allen,None | None,Fall 1:22 | Fall 0:42
STRONG,2015-01-03,Central Invitational,Raiden Anderson vs Husseini Husseine,3rd place match | champ. round 1,Dec 7-4 | Dec 5-4
STRONG,2014-12-03,vs. Desales,Elliott Kelly vs Luke Sivado,None | None,Fall 0:56 | Fall 1:08
STRONG,2015-01-31,Shark Bait Tourney,Elliott Kelly vs Freddie Winston,quarterfinals | 3rd place match,Dec 15-10 | Dec 8-3
STRONG,2014-12-03,vs. Desales,Deeric Milan vs Adam Worful,None | None,Fall 1:44 | Fall 1:28
STRONG,2014-12-03,vs. Desales,Denzel Dapremont vs Nathan Thompson,None | None,Fall 0:28 | Fall 0:46
STRONG,2014-12-03,vs. Desales,Lee Johnson vs Anthony Kennedy,None | None,Fall 0:32 | Fall 0:52
STRONG,2014-12-27,Derby City Classic,Jawan Bowman vs Peyton Martin,champ. round 2 | 3rd place match,Fall 1:37 | Fall 0:32
STRONG,2015-01-03,Central Invitational,Mason Wolford vs Grover Russell,champ. round 2 | 3rd place match,Fall 1:52 | Fall 1:40
STRONG,2015-01-31,Ft. Knox Invitational,Zane Davenport vs Jake Steppe,champ. round 1 | cons. semis,Fall 0:43 | Fall 1:00
STRONG,2014-12-13,Bruin Classic,Alex Shah vs Cody Thomas,champ. round 1 | cons. semis,Fall 3:16 | Fall 1:33
STRONG,2014-12-20,Lafayette Classic,Cody Thomas vs Zack Phillips,quarterfinals | 3rd place match,MD 14-2 | MD 11-1
STRONG,2015-02-14,KHSAA Region 1,Edward Agulto vs Micah Ervin,quarterfinals | round 2,Fall 3:58 | Fall 2:00
STRONG,2014-12-13,King of the Bluegrass,Adam Yashinto vs Daniel Knight,quarterfinals | 3rd place match,Dec 7-5 | Dec 8-1
STRONG,2014-12-20,Cape Central Tiger Classic,Froilan Agulto vs 33013071,round 3 | cons. semis,MD 11-3 | MD 8-0
STRONG,2015-02-14,KHSAA Region 1,Antonio Abren vs Rylan Ervin,cons. semis | cons. semis,Fall 3:58 | Fall 3:41
STRONG,2015-02-14,KHSAA Region 1,Diion Leavell vs Jakquez Avery,cons. semis | cons. semis,Fall 2:53 | Fall 2:39
STRONG,2014-12-06,Harpeth Individual Invitational,Xavier Pate vs 5542447009,champ. round 1 | cons. semis,Fall 1:47 | Fall 2:13
STRONG,2015-01-17,Knights Classic,Nicholas Fugate vs Hunter Ruber,quarterfinals | 3rd place match,Fall 1:24 | Fall 0:29
STRONG,2015-01-24,Lockland Invitational,50089076 vs Chris Borchers,champ. round 2 | 5th place match,Dec 20-14 | Dec 10-5
STRONG,2015-01-24,Lockland Invitaional,Nick Elling vs Cody Huston,quarterfinals | champ. round 2,Dec 7-1 | Dec 7-0
STRONG,2015-02-14,KHSAA Regional Tournament,Michael Davis vs Dylan Holt,champ. round 2 | 5th place match,Dec 10-3 | Dec 5-3
STRONG,2015-02-14,KHSAA Region 6,Drevon Jones vs Jordan Monroe,quarterfinals | champ. round 2,Dec 13-8 | Dec 13-6
STRONG,2015-02-14,KHSAA Region 6,spencer carptenter vs Jordan Monroe,cons. semis | cons. semis,MD 11-0 | MD 14-0
STRONG,2015-01-24,Lockland Invitaional,Andrew Salings vs Connor Ashley,champ. round 1 | champ. round 1,Fall 1:34 | Fall 1:36
STRONG,2015-01-24,Lockland Invitaional,27851011 vs Colt Hatridge,None | cons. round 3,Fall 3:47 | Fall 2:48
STRONG,2015-01-24,Lockland Invitaional,Jacob Bratcher vs Kaleb Campbell,quarterfinals | champ. round 2,Fall 5:54 | Fall 3:52
STRONG,2015-01-24,Lockland Invitaional,161591071 vs Samuel Johnson,None | champ. round 2,Fall 1:05 | Fall 1:06
STRONG,2015-01-24,Lockland Invitaional,161591071 vs Noah Wolf,None | 5th place match,Fall 4:24 | Fall 3:24
STRONG,2015-01-24,Lockland Invitaional,Hayden Vinegar vs Noah Wolf,semifinals | semifinals,Fall 1:19 | Fall 1:39
STRONG,2015-02-14,KHSAA Region 6,Alex Herald vs Keaton Barnes,None | cons. round 2,Fall 3:33 | Fall 3:30
STRONG,2015-02-14,KHSAA Region 6,Blake Roth vs Keaton Barnes,None | quarterfinals,Fall 0:48 | Fall 1:31
STRONG,2015-02-14,KHSAA Region 6,Drevon Jones vs Luke Rolfsen,None | cons. round 2,Fall 3:13 | Fall 4:17
STRONG,2015-02-14,KHSAA Region 6,Albert Guzman vs Craig McGhee,None | cons. round 2,Dec 10-4 | Dec 10-5
STRONG,2015-02-14,KHSAA Region 6,David Lynam vs Jacob Lentsch,None | semifinals,Fall 0:38 | Fall 0:48
STRONG,2015-02-14,KHSAA Region 6,zac stone vs Joe Marino,quarterfinals | 5th place match,Fall 3:51 | Fall 3:31
STRONG,2015-01-03,vs. Danville,Alex Herald vs Kelby Gay,None | None,Fall 4:00 | Fall 4:52
STRONG,2015-01-03,vs. Danville,Logan Osborne vs Dustin Horne,None | None,Fall 2:00 | Fall 3:22
STRONG,2015-01-24,Capital City Classic,Brian Maguire vs Colby Adams,cons. round 2 | None,Fall 0:46 | Fall 1:15
STRONG,2015-01-03,Gladiator,Demonte Parrish vs Alex Carson,cons. round 3 | cons. round 2,Fall 1:38 | Fall 1:38
STRONG,2015-01-24,Capital City Classic,Alex Carson vs Clay Arthur,champ. round 1 | None,Fall 0:31 | Fall 0:30
STRONG,2015-02-07,2015 North Oldham Mustang Classic,Gage Scaggs vs Dallas Ochsenbein,champ. round 3 | quarterfinals,Fall 0:40 | Fall 0:36
STRONG,2015-02-07,2015 North Oldham Mustang Classic,Derek Ringlen vs Gage Scaggs,cons. semis | cons. round 4,MD 14-4 | MD 12-4
STRONG,2015-02-14,KHSAA Region 6,Joey Scaggs vs gerald Seeney,champ. round 2 | quarterfinals,Fall 4:36 | Fall 4:56
STRONG,2015-03-10,KHSAA State Wrestling Championships,Joey Scaggs vs Michael Beets,cons. quarters | cons. round 5,Dec 6-1 | Dec 6-1
STRONG,2015-02-07,2015 North Oldham Mustang Classic,Amen Alshemary vs Dylan Goetz,cons. quarters | cons. round 3,Fall 4:30 | Fall 5:29
STRONG,2015-02-14,KHSAA Region 6,spencer carptenter vs Dylan Goetz,cons. round 2 | cons. round 2,Fall 0:54 | Fall 1:56
STRONG,2015-02-14,KHSAA Region 6,Dylan Goetz vs Drevon Jones,champ. round 1 | champ. round 1,Fall 2:15 | Fall 3:16
STRONG,2015-02-07,2015 North Oldham Mustang Classic,James Barrie vs Kilian Hernandez,cons. round 3 | cons. round 3,Fall 4:12 | Fall 4:02
STRONG,2015-02-07,2015 North Oldham Mustang Classic,Matthew Munoz vs Trey Norton,3rd place match | 3rd place match,SV-1 5-4 | SV-1 6-4
STRONG,2015-01-31,Wolverine invitational,Roy Bowers vs Seth Hille,champ. round 2 | 3rd place match,Dec 6-4 | Dec 3-2
STRONG,2015-01-17,Sycamore Invitational,Keegan Cundiff vs 5826371009,champ. round 2 | 5th place match,Dec 11-9 | Dec 10-7
STRONG,2015-02-07,2015 North Oldham Mustang Classic,Keegan Cundiff vs Adam Miller,semifinals | semifinals,Fall 3:12 | Fall 1:11
STRONG,2015-02-07,2015 North Oldham Mustang Classic,Kairus Washington vs Andrew Varble,cons. quarters | cons. round 3,Fall 4:48 | Fall 5:58
STRONG,2015-02-14,KHSAA Region 6,Kairus Washington vs Andre Anderson,champ. round 2 | quarterfinals,Dec 8-4 | Dec 8-5
STRONG,2015-02-07,2015 North Oldham Mustang Classic,Brandon Johnson vs Austin Raisor,champ. round 3 | quarterfinals,Fall 0:30 | Fall 1:32
STRONG,2015-02-14,KHSAA Region 6,Brandon Johnson vs Adam Vann,champ. round 2 | quarterfinals,Fall 0:14 | Fall 1:15
STRONG,2015-02-14,KHSAA Region 6,Brandon Johnson vs Deric Applegate,1st place match | 1st place match,Fall 1:13 | Fall 1:17
STRONG,2015-01-17,Sycamore Invitational,Jacon Peters vs 50838010,champ. round 2 | 5th place match,Fall 2:20 | Fall 2:24
STRONG,2015-02-14,KHSAA Region 3,James Wharton vs Ricky Strickland,quarterfinals | 5th place match,Dec 7-5 | Dec 3-2
STRONG,2015-01-10,Jefferson county tournament of champions,Jared Branch vs Andrew Salings,quarterfinals | 3rd place match,Dec 7-6 | Dec 10-6
STRONG,2015-02-14,KHSAA Region 4,Tim Poynter vs Andrew Salings,quarterfinals | 3rd place match,Dec 1-0 | Dec 4-1
STRONG,2015-01-24,Lockland Invitaional,Zach Harris vs 5828138009,quarterfinals | 3rd place match,Dec 6-3 | Dec 9-2
STRONG,2015-01-24,Dragon Invitational,Jack Fallon vs Cullen Smith,None | champ. round 1,Fall 0:30 | Fall 1:30
STRONG,2015-01-03,Gladiator Tournament,Lukas Brown vs Dwayne Johnson,champ. round 1 | champ. round 1,Fall 2:00 | Fall 2:46
STRONG,2015-01-03,Gladiator Tournament,blake evans vs Zack Higdon,None | champ. round 1,Fall 1:06 | Fall 2:38
STRONG,2015-02-07,2015 North Oldham Mustang Classic,Joseph Murillo vs Randall Combs,None | cons. round 3,Fall 2:25 | Fall 2:26
STRONG,2014-12-19,vs. North Posey,-1 vs Jeremy Henehan,None | None,Fall 2:32 | Fall 3:46
STRONG,2014-12-19,vs. North Posey,-1 vs Kohl Dodd,None | None,Fall 0:26 | Fall 1:55
STRONG,2014-12-19,vs. Reitz,-1 vs Gaston Franchi,None | None,Fall 5:46 | Fall 1:15
STRONG,2014-12-06,Evansville Reitz `Hill Classic`,-1 vs Louie Regalado,round 3 | 1st place match,Fall 0:42 | Fall 0:38
STRONG,2015-01-10,Father Ryan,Corbin Ryder vs 5618172009,champ. round 2 | cons. round 5,Dec 6-3 | Dec 3-2
STRONG,2015-02-14,KHSAA Region 1,Corbin Ryder vs Jakquez Avery,quarterfinals | 3rd place match | quarterfinals,Dec 9-7 | Dec 11-7 | Dec 10-7
STRONG,2015-02-14,KHSAA Region 1,Tony Adkinson vs Cole Sherman,quarterfinals | quarterfinals,Fall 1:04 | Fall 0:52
STRONG,2015-01-24,Capital City Classic,Conner Keenan vs Clay Arthur,quarterfinals | None,Dec 6-4 | Dec 6-2
STRONG,2015-01-03,Valley Main Event,Joseph Murillo vs Clayton Kelly,None | quarterfinals,Dec 15-11 | Dec 18-11
STRONG,2015-02-07,2015 North Oldham Mustang Classic,Joseph Murillo vs Albin William,None | champ. round 1,Fall 4:26 | Fall 1:34
STRONG,2015-01-24,Capital City Classic,Zach Manns vs Michael Mattox,quarterfinals | None,MD 12-0 | MD 9-0
STRONG,2015-01-03,Tates creek invitational,Abdulmajeed Abdulkareem vs Dylan Isaacs,quarterfinals | 5th place match,Fall 0:00 | Fall 0:00
STRONG,2015-01-24,Capital City Classic,Zachary Barber vs Demwan Hall,quarterfinals | 5th place match,Fall 0:00 | Fall 0:00
STRONG,2015-02-14,KHSAA Region 5,Zach Spohn vs Noah Shaver,quarterfinals | 3rd place match,Dec 9-2 | Dec 3-1
STRONG,2014-12-06,Rumble on the Hilltop,Johnathon Todd vs Robert Spohn,cons. semis | None,Fall 0:15 | Fall 0:20
STRONG,2015-02-14,KHSAA Region 5,Quinton Rayburn vs evan hanus,quarterfinals | 5th place match,Fall 0:00 | Fall 0:00
STRONG,2015-02-14,KHSAA Region 5,Zack Lewis vs Mitch Patrick,quarterfinals | 5th place match,Fall 0:00 | Fall 0:00
STRONG,2014-12-06,Rumble on the Hilltop,Sheridan Willoughby vs Tyler Hudgins,round 1 | round 3,Fall 3:49 | Fall 4:16
STRONG,2014-12-06,Rumble on the Hilltop,Ethan Riley vs Fox Ruano,champ. round 1 | champ. round 1,Fall 0:46 | Fall 0:02
STRONG,2014-12-30,Woodford County Invitational,Nathan Lopez vs Zack Richerson,None | quarterfinals | 3rd place match,Dec 9-2 | Dec 4-3 | Dec 7-3
STRONG,2015-01-24,Capital City Classic,Stephen Leddy vs Malik Powell,None | None,Fall 2:06 | Fall 3:06
STRONG,2015-01-24,Capital City Classic,Talor Hines vs Clay Arthur,None | cons. round 3,Dec 9-4 | Dec 8-4
STRONG,2015-02-14,KHSAA Region 8,zach mezak vs Clay Arthur,None | None,Fall 4:17 | Fall 1:14
STRONG,2014-12-13,Johnson Central Tournament,Dustin Dotson vs Brandon Williams,None | None,Fall 5:00 | Fall 5:48
STRONG,2014-12-06,Rumble on the Hilltop,Christian Sinckler vs Jared Rummel,quarterfinals | 3rd place match,TF 15-0 0:00 | TF 18-3 0:00
STRONG,2014-12-13,Raider Rumble,Kevin Richards vs Cody Shultz,champ. round 1 | 7th place match,MD 12-2 | MD 15-2
STRONG,2014-12-13,Raider Rumble,Oscar Medrano vs Blake Denny,round 2 | champ. round 2,Dec 6-3 | Dec 6-2
STRONG,2015-01-24,Dragon Invitational,Ray Irving vs Michael Calhoun,champ. round 1 | 5th place match,Dec 6-3 | Dec 2-1
STRONG,2015-01-31,Wolverine invitational,Dale Robertson vs Deontae Rone,quarterfinals | 3rd place match,Fall 0:00 | Fall 0:00
STRONG,2015-01-31,Wolverine invitational,Nigel Lewis vs D`mitri Dozier,quarterfinals | 3rd place match,Fall 0:00 | Fall 0:00
STRONG,2015-02-14,KHSAA Region 1,Kellie Milburn vs Jakquez Avery,cons. round 2 | cons. round 2,Fall 2:56 | Fall 3:56
STRONG,2014-12-20,Charger Invitational,28852076 vs Ivan Lawson,None | None,Dec 5-4 | Dec 6-3
STRONG,2015-02-14,KHSAA Region 1,Isaiah Lawson vs Ryan Hedrick,quarterfinals | quarterfinals,Fall 2:34 | Fall 4:33
STRONG,2015-01-17,Tiger invitational,38545071 vs Logan Thomas,None | None,Fall 3:19 | Fall 1:19
STRONG,2015-02-14,KHSAA Regional Tournament,Logan Thomas vs Raynel Brown,semifinals | semifinals,Fall 1:36 | Fall 2:18
STRONG,2014-12-27,Derby City Classic,Ansar Kurbanov vs James Arbaca,None | None,Dec 3-2 | Dec 5-3
STRONG,2015-01-10,Jefferson county tournament of champions,Bilal Mamedov vs Marco Ruiz,quarterfinals | 5th place match,Dec 6-5 | Dec 4-3
STRONG,2015-01-24,vs. Indian Creek,-1 vs Chris Salinas,None | None,Dec 6-1 | Dec 4-2
STRONG,2015-01-03,Gladiator Tournament,donald evans vs Rawleigh Richardson,cons. round 3 | None,Dec 4-1 | Dec 6-5
STRONG,2014-12-27,Derby City Classic,Jacob Weaver vs Cameron Blankenship,None | quarterfinals,Fall 2:38 | Fall 4:24
STRONG,2015-01-24,vs. Providence,-1 vs Jacob Weaver,None | None,Fall 1:15 | Fall 3:25
STRONG,2014-12-30,Christian County Invitational,Bryan Pratt vs Lawrence Malala,None | None,Fall 4:51 | Fall 4:50
STRONG,2014-12-13,King of the Bluegrass,Amilliante Smallwood vs clay edwards,cons. round 3 | cons. round 3,Fall 5:13 | Fall 5:12
STRONG,2015-01-10,North Hardin Trojan Invitational,Brody Haverrstick vs Blake Roth,None | None,Dec 6-4 | Dec 1-0
STRONG,2015-01-31,Ft. Knox Invitational,Warren Tucker vs Zach Prather,None | None,Dec 6-1 | Dec 10-5
STRONG,2015-02-14,KHSAA Region 2,Malik Williams vs Stephen Kaiser,quarterfinals | 3rd place match,Dec 3-2 | Dec 2-1
STRONG,2015-01-03,Pat Vance Invitational,41333011 vs Blake Gamble,champ. round 1 | 1st place match,Dec 10-5 | Dec 6-3
STRONG,2015-01-03,Pat Vance Invitational,112933076 vs Edmond Collins,champ. round 3 | 4th place match,Dec 7-6 | Dec 1-0
STRONG,2015-01-24,WSAZ,Edmond Collins vs 74134107,cons. round 4 | champ. round 2,Dec 8-4 | Dec 11-6
STRONG,2015-01-24,WSAZ,Jordan Childers vs Sam Griffith,champ. round 3 | None,Dec 9-2 | Dec 9-3
STRONG,2015-03-10,KHSAA State Wrestling Championships,William Bossert vs Collin Portman,quarterfinals | 3rd place match,Dec 15-9 | Dec 9-4
WEAK,2015-01-16,vs. Tates Creek,Aaron Flenner vs Zachary Morgan,None | None,TF 20-4 0:00 | TF 15-0 0:00
STRONG,2015-01-16,vs. Tates Creek,Ryan McManus vs Brady Gibson,None | None,MD 13-2 | MD 8-0
STRONG,2015-01-16,vs. Tates Creek,Jim Morrison vs Darrell Richardson,None | None,MD 9-0 | MD 8-0
STRONG,2015-01-10,Conner Invitational Wrestling Tournament,Dylan Mayes vs 60975107,quarterfinals | 3rd place match,Fall 3:08 | Fall 2:20
STRONG,2015-01-24,Capital City Classic,David Lynam vs Dylan Mayes,champ. round 1 | 3rd place match,Fall 2:53 | Fall 2:45
STRONG,2015-02-14,KHSAA Region 7,Johnathon Todd vs Dylan Mayes,quarterfinals | 5th place match,Fall 0:00 | Fall 0:00
STRONG,2015-01-03,Tates creek invitational,Drake Davis vs Josiah Bertrand,quarterfinals | 3rd place match,Fall 0:00 | Fall 0:00
