evidence,date,event,names,rounds,results
STRONG,2014-12-06,Rumble on the Hilltop,Zach Howard vs Trey Hensen,quarterfinals | None,Fall 3:59 | Fall 0:40
STRONG,2015-01-03,Tates creek invitational,Nigel Lewis vs Odeh Eqal,champ. round 1 | cons. semis,Fall 0:00 | Fall 0:00
STRONG,2014-12-06,Rumble on the Hilltop,Joey Scribano vs Justin Weatherall,semifinals | None,Fall 1:11 | Fall 1:08
STRONG,2015-02-14,KHSAA Region 7,Johnathon Todd vs Barkley Truax,cons. round 3 | cons. quarters,Fall 0:00 | Fall 0:00
STRONG,2015-02-14,KHSAA Region 7,Fatu Sevelo vs Khalid Hamdan,cons. round 3 | cons. semis,Fall 0:00 | Fall 0:00
STRONG,2015-01-31,Wolverine invitational,Parker Klehr vs Sam Kauer,quarterfinals | 3rd place match,Fall 1:31 | Fall 1:47
STRONG,2014-12-06,Rumble on the Hilltop,Justus Williams vs Josh Ellenberger,quarterfinals | None,Fall 0:12 | Fall 0:44
STRONG,2015-01-24,Calloway County Laker Invitational,Noah Kirkman vs Jermery Fairhurst,quarterfinals | 5th place match,Fall 0:16 | Fall 1:14
STRONG,2015-02-14,KHSAA Region 1,Rylan Ervin vs Jeffery Mathis,quarterfinals | quarterfinals,Fall 1:41 | Fall 1:40
STRONG,2015-02-14,KHSAA Region 1,Ryan Hedrick vs Alex Hideg,cons. semis | cons. semis,Fall 4:03 | Fall 3:49
STRONG,2015-02-14,KHSAA Region 1,Gavynn Davis vs Raynel Brown,quarterfinals | quarterfinals,Fall 1:53 | Fall 0:06
STRONG,2015-01-03,Valley Main Event,Jared Ray vs Dallas Ochsenbein,semifinals | champ. round 2,Fall 3:22 | Fall 2:23
STRONG,2015-01-03,Valley Main Event,Austin Alemi vs Dakota Hoskins,champ. round 2 | semifinals,Dec 12-5 | Dec 12-7
STRONG,2014-12-13,Bruin Classic,Johnny Lee vs Kyle Reed,quarterfinals | 3rd place match,Fall 9:45 | Fall 2:33
STRONG,2015-01-03,Valley Main Event,Jordan Childers vs Collin Waples,1st place match | 1st place match,Fall 3:25 | Fall 3:35
STRONG,2015-01-03,Valley Main Event,Dalton Jett vs Collin Portman,semifinals | champ. round 2,Fall 0:46 | Fall 2:46
STRONG,2015-01-03,Valley Main Event,Robert Cooper vs Landin Jones,semifinals | champ. round 2,Fall 1:24 | Fall 1:28
STRONG,2014-12-29,Male JV Tournament,Allen Powers vs Isiah Macaraniag,None | cons. round 4,Fall 0:26 | Fall 2:26
STRONG,2014-12-20,Jeff Classic 2014,-1 vs Tim Poynter,champ. round 1 | cons. round 2,Fall 3:43 | Fall 2:48
STRONG,2014-12-29,Male JV Tournament,Allen Anderson vs 79517076,champ. round 2 | champ. round 1,Fall 2:11 | Fall 3:48
STRONG,2014-12-13,Everette Howard Memorial,Tristan Jones vs 58781076,champ. round 1 | None,Fall 4:00 | Fall 4:54
STRONG,2015-02-14,KHSAA Region 6,David Lynam vs Johnny Meiman,None | 1st place match,Fall 3:26 | Fall 3:27
STRONG,2015-02-14,KHSAA Region 3,Logan James vs Charles Pyles,quarterfinals | 3rd place match,Fall 3:54 | Fall 0:47
STRONG,2014-12-13,King of the Bluegrass,LaMichael Johnson vs Luke Shaffer,None | None,Dec 9-8 | Dec 9-5
STRONG,2015-01-10,Conner Invitational Wrestling Tournament,60937107 vs Ethan Murphy,quarterfinals | quarterfinals,Fall 3:04 | Fall 2:33
STRONG,2014-12-30,Christian County Invitational,Ray Hamilton vs Kaleb Sapp,1st place match | 1st place match,Fall 1:30 | Fall 3:00
STRONG,2014-12-30,Christian County Invitational,Derek Miller vs Brian Miller,1st place match | 1st place match,Fall 3:25 | Fall 3:02
STRONG,2014-12-30,Toyota of Hopkinsville Christian County Invitational,Chase Arnold vs Malik Cunningham,cons. quarters | cons. round 2,Fall 0:01 | Fall 2:01
STRONG,2014-12-30,Toyota of Hopkinsville Christian County Invitational,Josh McCoy vs Malik Cunningham,cons. quarters | cons. round 3,Dec 7-1 | Dec 7-1
STRONG,2015-02-14,KHSAA Region 1,Josh McCoy vs Jackson Oxford,quarterfinals | round 2,Fall 0:47 | Fall 1:10
STRONG,2015-02-14,KHSAA Region 1,Zach Farris vs Conner Sherman,1st place match | 1st place match,Dec 6-3 | Dec 6-2
STRONG,2014-12-20,Jeff Classic 2014,Jacob Henley vs 98719013,champ. round 1 | 7th place match,MD 8-0 | MD 12-2
STRONG,2014-12-20,Jeff Classic 2014,49631076 vs Will Jennings,None | cons. round 3,Fall 2:29 | Fall 1:30
STRONG,2015-02-14,KHSAA Region 5,Andrew Varble vs Daniel Kimble,quarterfinals | 3rd place match,Dec 11-4 | Dec 3-1
STRONG,2015-02-14,KHSAA Region 2,Aaron Veach vs Michael Roberts,quarterfinals | 5th place match,Fall 1:27 | Fall 1:36
STRONG,2014-12-06,Rumble on the Hilltop,Ethan Riley vs Ethan Frank,semifinals | semifinals,Fall 3:54 | Fall 2:54
STRONG,2015-01-31,Shark Bait Tourney,Ethan Miller vs Matthew Bishop,quarterfinals | 5th place match,Fall 0:22 | Fall 0:32
STRONG,2014-12-30,Aggie Skeens Tournament,5179595009 vs Marcus Tyler Murphy,round 1 | cons. semis,Dec 7-6 | Dec 8-4
STRONG,2014-12-06,Phelps Invitational,gavin hunt vs Cody Dotson,round 1 | cons. round 1,Fall 3:00 | Fall 3:20
STRONG,2014-12-30,Aggie Skeens Tournament,chris charles vs Cory Stacy,quarterfinals | 5th place match,Fall 0:00 | Fall 0:00
STRONG,2015-01-03,Gladiator Tournament,jalen huff vs 68622013,champ. round 2 | None,Fall 1:30 | Fall 1:06
STRONG,2015-01-03,Gladiator Tournament,george pumphrey vs 68694013,cons. round 2 | None,Fall 2:15 | Fall 4:19
STRONG,2015-02-14,KHSAA Region 6,Aaron Brussart vs Layne Siebert,cons. semis | None,Fall 4:05 | Fall 5:07
WEAK,2015-02-14,KHSAA Region 6,dante castellano vs Andrew Mikkelson,None | quarterfinals,TF 19-3 4:38 | TF 17-2 0:00
STRONG,2015-02-14,KHSAA Region 6,Jake Peace vs Logan Erdman,None | semifinals,Fall 3:27 | Fall 3:26
STRONG,2015-02-14,KHSAA Region 6,Dylan Holt vs Ethan Frank,cons. semis | None,Fall 4:29 | Fall 5:30
STRONG,2015-02-14,KHSAA Region 6,Jack Dorne vs Tony Ashford,1st place match | None,Fall 0:38 | Fall 0:35
STRONG,2015-01-03,Gladiator Tournament,Will Allen vs 68687013,quarterfinals | 3rd place match,Fall 0:43 | Fall 0:45
STRONG,2015-02-14,KHSAA Region 6,Carter Redman vs Michael Brossart,None | cons. round 2,Fall 4:51 | Fall 1:31
STRONG,2015-02-14,KHSAA Region 6,Johnny Meiman vs Garrett McElroy,quarterfinals | None,Fall 2:41 | Fall 2:42
STRONG,2015-01-03,Gladiator Tournament,Benjamin Lippert vs Andrew Varble,3rd place match | None,Fall 0:41 | Fall 0:51
STRONG,2014-12-06,vs. South Oldham,dante castellano vs Caine Boyer,None | None,Fall 0:59 | Fall 0:31
STRONG,2014-12-06,vs. South Oldham,spencer carptenter vs Zachary Long,None | None,Fall 5:03 | Fall 5:15
STRONG,2014-12-06,vs. Simon Kenton,Alex Thompson vs elijah owens,None | None,Fall 0:46 | Fall 1:15
STRONG,2014-12-06,vs. South Oldham,Josh Geiser vs Max Knabel,None | None,Fall 1:23 | Fall 0:45
STRONG,2014-12-06,vs. Simon Kenton,Jonathan Ishmael vs elijah miller,None | None,Fall 0:32 | Fall 0:43
STRONG,2015-01-03,Gladiator Tournament,Damon Ganote vs Conner Goldsmith,quarterfinals | champ. round 1,Fall 1:46 | Fall 1:12
STRONG,2015-01-03,Gladiator,Alex Thompson vs Dermot Cunningham,quarterfinals | 5th place match,Dec 9-3 | Dec 8-1
STRONG,2015-01-03,Gladiator,Clayton Warren vs Trevor Welch,cons. round 4 | None,Dec 7-0 | Dec 5-0
STRONG,2015-01-03,Gladiator,Parker Klehr vs Andrew Varble,cons. round 3 | None,Dec 9-3 | Dec 8-3
STRONG,2014-12-06,vs. Woodford County,Nolan Kean vs Tylan Tucker,None | None,Fall 2:47 | Fall 1:13
STRONG,2014-12-06,vs. Woodford County,Luke Shawver vs Tucker Hurst,None | None,Fall 1:13 | Fall 1:47
STRONG,2014-12-06,vs. Woodford County,Anthony Gatrost vs Trevor Welch,None | None,Fall 1:22 | Fall 1:38
STRONG,2014-12-06,vs. Woodford County,Bailey Hahn vs Michael Eldridge,None | None,Fall 2:11 | Fall 0:49
STRONG,2014-12-06,vs. Woodford County,Corey Lewis vs Max Andreoni,None | None,Fall 2:07 | Fall 0:53
STRONG,2014-12-06,vs. Woodford County,Alex Jackson vs Austin Call,None | None,Fall 2:09 | Fall 0:51
STRONG,2014-12-06,vs. Woodford County,Dylan Brooks vs Jaylan Washington,None | None,Fall 1:41 | Fall 1:19
STRONG,2015-01-24,Dragon Invitational,Kaden Darbro vs Jack Fallon,quarterfinals | None,Dec 12-8 | Dec 12-6
STRONG,2014-12-30,Mater Dei Holiday Classic,45810011 vs Dallas Miles,None | champ. round 5,Dec 6-2 | Dec 5-2
STRONG,2014-12-30,Mater Dei Holiday Classic,Gage Cumella vs Kane Morris,champ. round 4 | cons. quarters,Fall 1:23 | Fall 1:30
STRONG,2015-02-14,KHSAA Region 7,Wesley Sanders vs Darrell Richardson,quarterfinals | 5th place match,Fall 0:00 | Fall 0:00
STRONG,2014-12-13,The McGavock Invitational,Justin Crabtree vs Chance Collins,champ. round 2 | champ. round 2,Fall 3:35 | Fall 3:00
STRONG,2015-02-14,KHSAA Region 1,Justin Crabtree vs Tim Pike,quarterfinals | quarterfinals,Fall 1:11 | Fall 0:36
STRONG,2014-12-19,vs. Reitz,-1 vs Danten Rice,None | None,Dec 4-3 | Dec 3-2
STRONG,2014-12-06,vs. North Posey,-1 vs Billy Pride,None | None,Fall 1:41 | Fall 1:40
STRONG,2014-12-19,vs. Reitz,-1 vs Saul Ervin,None | None | None,Fall 3:18 | Fall 3:34 | Fall 0:34
STRONG,2015-01-17,St. Charles West Tournament,5531322009 vs Saul Ervin,1st place match | None,Fall 5:09 | Fall 4:09
STRONG,2014-12-19,vs. Reitz,-1 vs Micah Ervin,None | None | None,Fall 1:42 | Fall 3:46 | Fall 0:40
STRONG,2014-12-06,vs. North Posey,-1 vs Dalton Hedgepath,None | None,Fall 1:41 | Fall 0:54
STRONG,2014-12-13,Raider Rumble,5988923009 vs Dalton Hedgepath,round 1 | None,Fall 4:00 | Fall 4:49
STRONG,2014-12-13,Raider Rumble,Joey Roberts vs Dalton Hedgepath,round 2 | round 3 | None,Fall 0:47 | Fall 0:00 | Fall 0:46
STRONG,2015-01-17,St. Charles West Tournament,49840010 vs Dalton Hedgepath,round 1 | round 1 | cons. round 1,Fall 2:37 | Fall 0:52 | Fall 0:58
STRONG,2015-01-17,St. Charles West Tournament,33013071 vs Bryce Sheffer,round 3 | champ. round 3,Fall 3:05 | Fall 2:00
STRONG,2014-12-06,vs. North Posey,-1 vs Rylan Ervin,None | None,Fall 0:57 | Fall 3:40
STRONG,2014-12-30,Mater Dei Holiday Classic,5893129009 vs Rylan Ervin,cons. round 2 | cons. round 2,Fall 2:42 | Fall 3:32
STRONG,2015-01-17,St. Charles West Tournament,18998076 vs Landon Moore,round 1 | None,Fall 2:21 | Fall 2:17
STRONG,2015-01-17,St. Charles West Tournament,5531437009 vs Landon Moore,round 2 | None,Fall 1:43 | Fall 1:44
STRONG,2015-01-17,St. Charles West Tournament,19013076 vs Chance Oxford,round 3 | cons. semis | None | None,Fall 1:56 | Fall 0:49 | Fall 1:57 | Fall 1:39
STRONG,2015-02-14,KHSAA Region 1,Charles Fiscella vs Jakquez Avery,cons. round 3 | cons. quarters,Fall 0:58 | Fall 0:59
STRONG,2014-12-06,vs. North Posey,-1 vs Jackson Oxford,None | None,Fall 1:11 | Fall 2:58
STRONG,2014-12-06,vs. North Posey,-1 vs Michael Pulley,None | None,Fall 3:40 | Fall 0:18
STRONG,2014-12-30,Mater Dei Holiday Classic,5891740009 vs Avery Buckman,cons. semis | cons. semis,Dec 5-1 | Dec 3-1
STRONG,2015-01-17,St. Charles West Invitational,33015071 vs Avery Buckman,round 3 | round 3,Fall 3:07 | Fall 3:06
STRONG,2015-01-17,St. Charles West Invitational,5615487009 vs Kane Morris,round 1 | round 1,Fall 3:25 | Fall 3:21
STRONG,2014-12-30,Mater Dei Holiday Classic,-1 vs Cole Sherman,quarterfinals | 5th place match,Dec 8-3 | Dec 7-3
STRONG,2015-01-10,G.P. West Invitational,27858107 vs Cole Sherman,champ. round 1 | cons. semis,Fall 3:10 | Fall 4:32
STRONG,2015-02-14,KHSAA Region 1,Phillip Bradley vs Cole Sherman,1st place match | 1st place match,Fall 1:35 | Fall 1:34
STRONG,2015-01-17,St. Charles West Tournament,69941071 vs Conner Sherman,round 1 | round 1,Fall 1:13 | Fall 1:03
STRONG,2014-12-13,Raider Rumble,5988952009 vs Raynel Brown,semifinals | None,Fall 0:20 | Fall 0:15
STRONG,2014-12-13,The McGavock Invitational,41201076 vs Phillip Bradley,champ. round 1 | cons. round 2,Fall 0:31 | Fall 0:21
STRONG,2014-12-06,vs. Western,Tommy Hand vs Ivan English,None | None,MD 16-8 | MD 16-7
STRONG,2014-12-06,vs. Valley,Lahens Wilder vs Caleb Lane,None | None,MD 8-0 | MD 19-10
STRONG,2014-12-28,GMVWA Holiday Tournament,Ryan Moore vs 5897251009,None | None,Dec 7-0 | Dec 4-3
STRONG,2014-12-28,GMVWA Holiday Tournament,39613010 vs Ryan Moore,None | None,Dec 8-2 | Dec 8-1
STRONG,2015-01-17,Knights Classic,Ryan Woodward vs 6699447009,quarterfinals | 5th place match,Fall 1:57 | Fall 2:47
STRONG,2014-12-13,Raider Rumble,Dermot Cunningham vs 5821326009,7th place match | None,MD 16-8 | MD 18-9
STRONG,2014-12-13,Raider Rumble,Max Andreoni vs 5898697009,round 3 | None,MD 18-8 | MD 16-8
