evidence,date,event,names,rounds,results
STRONG,2020-01-25,Ft. Knox Individual,Joseph Robinson vs Xander Boak,cons. semis | cons. semis,Fall 2:47 | Fall 1:00
STRONG,2020-01-04,Middletown Pool Tournament,10903698132 vs Dominic Rulli,None | 3rd place match,Fall 1:44 | Fall 1:48
STRONG,2019-12-28,Woodford County Invitational,Charlie Blevins vs Anna Ockerman,cons. round 1 | cons. round 1,Fall 2:24 | Fall 4:25
STRONG,2019-12-28,Woodford County Invitational,Noah Toomey vs Morgan Sallee,semifinals | semifinals,Fall 0:32 | Fall 0:31
STRONG,2020-02-01,North Oldham Mustang,Micah Chappell vs Rivers Rankin,cons. semis | cons. semis,Fall 0:41 | Fall 0:42
STRONG,2019-12-28,Woodford County Invitational,TyShawn Lyttle vs Brayden Giannone,quarterfinals | quarterfinals,Fall 0:23 | Fall 0:19
STRONG,2019-12-28,Woodford County Invitational,TyShawn Lyttle vs Jeffery Parker,cons. semis | cons. semis,Fall 0:38 | Fall 0:40
STRONG,2019-12-28,Woodford County Invitational,James Perry vs Brayden Barnes,champ. round 2 | cons. round 2,Fall 3:50 | Fall 3:54
STRONG,2019-12-28,Woodford County Invitational,Andrew Daniels vs James Perry,cons. round 3 | cons. quarters,Fall 0:28 | Fall 0:25
STRONG,2019-12-28,Woodford County Invitational,Justus Turner vs William Smithers,cons. semis | cons. semis,Fall 2:10 | Fall 3:48
STRONG,2020-01-18,South Oldham Dragon Invitational,Justus Turner vs Justin Muncy,champ. round 1 | champ. round 1,Fall 3:39 | Fall 0:32
STRONG,2020-02-01,North Oldham Mustang,Justus Turner vs Justin Muncy,quarterfinals | quarterfinals,Fall 5:05 | Fall 5:04
STRONG,2019-12-28,Woodford County Invitational,Damon Coffey vs Gavin Rodriquez,cons. round 2 | champ. round 2,Fall 0:17 | Fall 0:16
STRONG,2019-12-28,Woodford County Invitational,Zac Stray vs Jaxsin Clontz,quarterfinals | quarterfinals,Fall 0:23 | Fall 0:21
STRONG,2019-12-21,Battle for the Bling,Tyson Sherron vs 10624675132,round 4 | cons. round 1,Fall 0:33 | Fall 2:40
STRONG,2019-12-21,Battle for the Bling,Tyson Sherron vs 11477883132,round 5 | 11th place match,Fall 1:59 | Fall 3:00
STRONG,2020-02-08,KHSAA Region 2,Koyln Guerrero vs Logan Palmer,quarterfinals | 5th place match,Fall 1:00 | Fall 0:00
STRONG,2019-12-07,King of the Bluegrass,Zach Quirk vs Deaven McCombs,champ. round 1 | None,Fall 0:28 | Fall 0:27
STRONG,2019-12-07,King of the Bluegrass,Jalen Polin vs John Mejia,champ. round 1 | None,Fall 0:14 | Fall 2:33
STRONG,2020-01-11,Louisville City Championship,Jalen Polin vs Trevor Justice,quarterfinals | 3rd place match,Fall 4:30 | Fall 5:03
STRONG,2020-01-21,Region 6 JV Championships,Bradley Leeke vs Zoey Smith,quarterfinals | 3rd place match,Dec 9-3 | Dec 9-6
STRONG,2019-12-07,Bob Schwab Wrestling Classic,10711451132 vs Jake Harris,round 3 | round 3,Fall 0:56 | Fall 1:04
STRONG,2019-12-07,Bob Schwab Wrestling Classic,Matthew Maudsley vs 11076916132,round 3 | 2nd place match,Dec 10-4 | Dec 6-2
STRONG,2019-12-07,King of the Bluegrass,Jack Probus vs Ayden Puckett,None | None,Fall 1:09 | Fall 1:02
STRONG,2020-02-08,KHSAA Region 3,Jeremiah Frech vs Charlie Brown,quarterfinals | 3rd place match,Fall 1:58 | Fall 4:44
STRONG,2019-12-07,King of the Bluegrass,John Mejia vs Jaylus Green,None | cons. round 1,Fall 4:17 | Fall 3:55
STRONG,2019-12-07,King of the Bluegrass,Marcos Porros Garcia vs Jadavin Bradley,None | champ. round 1,Fall 1:47 | Fall 1:31
STRONG,2019-12-07,King of the Bluegrass,Tyrell Roberts vs Jerry Simpson,None | champ. round 2,Fall 0:13 | Fall 0:16
STRONG,2020-01-04,Valley Main Event,Jakari Speaks vs Jude Powell,quarterfinals | None,Fall 4:57 | Fall 5:32
STRONG,2019-12-07,King of the Bluegrass,Gunnar Arnold vs Jason Mullins,None | semifinals,Fall 5:40 | Fall 5:42
STRONG,2020-02-08,KHSAA Region 3,Chris Cordoba vs Brandon Burchett,None | quarterfinals,Fall 1:17 | Fall 1:18
STRONG,2020-02-08,KHSAA Region 3,Jaybereon Travis vs Malachi Perdue,quarterfinals | None,Fall 1:03 | Fall 0:40
STRONG,2020-02-08,KHSAA Region 3,Giovanni Rivas vs Berechiah Hatchett,None | cons. round 2,Fall 0:59 | Fall 1:05
STRONG,2020-01-04,Valley Main Event,Eli Schuyler vs Jayden Grays,quarterfinals | None,Fall 1:36 | Fall 1:31
STRONG,2020-01-04,Valley Main Event,Cody Sugg vs Jashawn Harris,cons. round 2 | None,Fall 4:49 | Fall 6:18
STRONG,2020-01-04,Valley Main Event,Tristin Coughran vs Trenton Thomas,quarterfinals | None,Fall 0:47 | Fall 0:48
STRONG,2020-01-11,Louisville City Championship,Trenton Thomas vs Jonathan Phillips,quarterfinals | 3rd place match,Dec 15-10 | Dec 10-3
STRONG,2020-02-08,KHSAA Region 3,Erik Taylor vs Abdul Adahamov,None | quarterfinals,Fall 0:20 | Fall 0:21
STRONG,2020-01-11,Franklin Rebel Invitational,10506965132 vs Jarrett Barker,champ. round 1 | cons. semis,Fall 1:16 | Fall 4:26
STRONG,2020-01-04,Anderson County Bearcat Invitational,Cole Murphy vs Davont Smith,cons. semis | cons. semis,Fall 2:33 | Fall 4:33
STRONG,2019-12-28,Agie Skeens Memorial Tournament,Reece Goss vs John Lowe,1st place match | 1st place match,Dec 8-2 | Dec 8-4
STRONG,2020-02-08,KHSAA Region 7,John Bronson vs Caleb Bowling,quarterfinals | 3rd place match,Fall 0:00 | Fall 0:00
STRONG,2020-01-11,Tates Creek Invitational,Zach Goode vs Bryce Whitt,champ. round 1 | cons. round 3,Fall 0:00 | Fall 0:00
STRONG,2019-12-07,Jessamine County Clash,James Vanderpool vs Colbert Brown,quarterfinals | 3rd place match,Fall 0:00 | Fall 0:00
STRONG,2020-01-11,Tates Creek Invitational,Devon Thomas vs Obadiah Commodore,champ. round 1 | cons. round 3,Fall 0:00 | Fall 0:00
STRONG,2020-01-04,CIWT,10895939132 vs Chase Simpson,None | round 1,Fall 3:31 | Fall 2:30
STRONG,2020-01-04,CIWT,Justin Smith vs 10895938132,None | round 2,Fall 0:22 | Fall 0:32
STRONG,2020-01-04,CIWT,Bryce Martin vs 10896024132,None | round 1,Fall 0:56 | Fall 0:55
STRONG,2020-02-08,KHSAA Region 5,Bryce Martin vs JAMES ARNOLD,quarterfinals | 3rd place match,Fall 4:30 | Fall 2:56
STRONG,2020-01-04,CIWT,Brayden Henson vs 10895962132,None | round 4,Fall 0:32 | Fall 0:42
STRONG,2019-12-28,Great Miami Valley Wrestling Association Tournament (GMVWA),10651110132 vs Gus Roberts,champ. round 3 | cons. round 8,MD 14-0 | MD 10-2
STRONG,2020-02-08,KHSAA Region 6,Caige Spicer vs Austin Schaffer,quarterfinals | 5th place match,Dec 4-2 | Dec 3-1
STRONG,2020-01-04,Bob Kearns Madiera Inv.,Emauryon Arnold vs 11064805132,champ. round 1 | cons. semis,Fall 4:00 | Fall 2:01
STRONG,2020-02-08,KHSAA Region 6,Jaden Kinman vs Dakota Brooksbank,champ. round 1 | cons. semis,Fall 3:22 | Fall 3:57
STRONG,2020-01-25,Fort Knox Invitational,Aidan Cook vs Trushawn Matt,None | quarterfinals,Fall 1:36 | Fall 2:00
STRONG,2020-01-25,Ft. Knox Individual,Ronald McGee vs Tucker Puryear,champ. round 2 | quarterfinals,TF 17-2 0:00 | TF 17-2 0:00
STRONG,2020-01-04,Redhawk Rampage,Kevonni Young vs 10696194132,semifinals | None,Fall 1:05 | Fall 0:56
STRONG,2020-01-25,Ft. Knox Individual,Kevonni Young vs David Conner,champ. round 2 | quarterfinals,TF 16-1 0:00 | TF 16-1 0:00
STRONG,2020-01-25,Ft. Knox Individual,Zlatko Skuljan vs Kyle Grizz,semifinals | None,Fall 3:00 | Fall 3:34
STRONG,2020-01-25,Ft. Knox Individual,Denarius Barnes vs Nicolas Russell,quarterfinals | None,Fall 1:00 | Fall 1:54
STRONG,2019-12-21,Bobby Bates Classic,10719434132 vs Patrick Meek,champ. round 2 | 5th place match,Fall 0:45 | Fall 0:47
STRONG,2019-12-28,Agie Skeens Memorial Tournament,Brock Messer vs Patrick Meek,quarterfinals | 5th place match,Dec 10-7 | Dec 7-3
STRONG,2019-12-21,Bobby Bates Classic,10786143132 vs Nick Giompalo,quarterfinals | 3rd place match,Fall 0:46 | Fall 1:51
STRONG,2019-12-21,Bobby Bates Classic,chase price vs 11289584132,quarterfinals | 5th place match,Dec 4-2 | Dec 3-0
STRONG,2019-12-28,Agie Skeens Memorial Tournament,Jesse McCoy vs Joseph Fisher,cons. round 4 | None,Dec 6-4 | Dec 5-4
STRONG,2020-02-08,KHSAA Region 7,Lacey Gilbert vs Aidan Cook,quarterfinals | 5th place match,Dec 11-5 | Dec 4-2
STRONG,2020-01-25,Fort Knox Invitational,Ryland Kellenbarger vs Jake Huston,None | cons. round 3,Fall 1:23 | Fall 1:37
STRONG,2020-01-25,Ft. Knox Individual,Blake Spink vs Justin Kubwimanan,quarterfinals | None,Fall 3:00 | Fall 1:48
STRONG,2020-01-25,Fort Knox Invitational,Justin Kubwimanan vs Andrew Chesser,None | cons. round 3,Fall 1:34 | Fall 2:00
STRONG,2020-01-25,Fort Knox Invitational,Luke Chapman vs Tyler Pyles,None | 1st place match,Fall 3:31 | Fall 4:00
STRONG,2020-01-25,Fort Knox Invitational,Thomas Haggans vs Chistopher Mooney,None | quarterfinals,Fall 3:21 | Fall 3:00
STRONG,2020-01-25,Fort Knox Invitational,Thomas Haggans vs Trayton Stargill,None | semifinals,Fall 1:24 | Fall 1:00
STRONG,2020-01-25,Ft. Knox Individual,Tyler Andrada vs Thomas Haggans,1st place match | None,Fall 3:00 | Fall 3:36
