evidence,date,event,names,rounds,results
STRONG,2019-01-19,Dragon Invitational,Brayden Giannone vs Walker McCubbin,None | quarterfinals,Fall 1:11 | Fall 1:12
STRONG,2019-01-26,Ft. Knox Invitational,Rance Chapman vs Hunter Kellenbarger,cons. round 1 | None,MD 16-5 | MD 16-4
STRONG,2018-12-29,Woodford County Invitational,Tate Morris vs Zac Stray,champ. round 2 | cons. semis,Fall 0:00 | Fall 0:00
STRONG,2019-02-01,City Tournament,-1 vs Zac Stray,None | None,Fall 3:39 | Fall 5:30
STRONG,2019-02-02,Lexington City Tournament,-1 vs Zac Stray,None | None,Fall 2:51 | Fall 5:30
STRONG,2018-12-29,Battle in the Burg,Caleb Brown vs Nicholas Sebastian,champ. round 2 | 3rd place match,Fall 0:00 | Fall 0:00
STRONG,2019-01-19,Michael Herchenrader Jr. Memorial,Tyler Ritchie vs Cameron Isaacs,quarterfinals | 3rd place match,Dec 10-4 | Dec 3-2
STRONG,2018-12-22,Fern Creek Gladiator,Joey Stuart vs Tristin Coughran,round 3 | None,Fall 1:17 | Fall 1:26
STRONG,2019-01-19,2019 Michael J. Herchenrader Jr. Memorial Tournament,Nathan Tate vs Wyatt Allen,None | None,Fall 0:43 | Fall 2:47
STRONG,2019-02-09,KHSAA Region 7,Caleb Stone vs Dustin Vaughn,champ. round 1 | 3rd place match,Fall 0:00 | Fall 0:00
STRONG,2019-01-05,Louisville City Wrestling Championships,Scotty Vilums vs Harrison Turrey,None | semifinals,Fall 2:52 | Fall 2:29
STRONG,2019-01-05,Louisville City Wrestling Championships,Elijah Phan vs Trent Jackson,None | champ. round 1,Dec 6-0 | Dec 6-1
STRONG,2018-12-08,vs. Jeffersonville,5204855132 vs Jack James,None | None,Fall 1:25 | Fall 1:19
STRONG,2018-12-08,vs. Jeffersonville,Jayden Frazier vs 5204853132,None | None,Fall 0:59 | Fall 1:00
STRONG,2018-12-08,vs. Jeffersonville,Ashur Jones vs 5204904132,None | None,Fall 4:39 | Fall 4:37
STRONG,2018-12-15,Cape Central Tiger Classic,Ashur Jones vs 5118062132,round 3 | 3rd place match,Fall 3:13 | Fall 2:35
STRONG,2019-01-05,Father Ryan Johnny Drennan Invitational,Ashur Jones vs 5211961132,quarterfinals | 3rd place match,Dec 8-5 | Dec 7-1
STRONG,2018-12-08,vs. Jeffersonville,5204921132 vs Nathan Mason,None | None,Fall 1:08 | Fall 1:01
STRONG,2019-01-21,Rossview JV/G Tournament,Kolton Koepp vs 5224003132,round 2 | 3rd place match,Fall 1:37 | Fall 3:49
STRONG,2019-02-02,2019 Kentucky JV State Championships,Kolton Koepp vs Carter Akers,champ. round 1 | cons. semis,Fall 4:21 | Fall 0:43
STRONG,2018-12-08,vs. Jeffersonville,David Wallace vs 5205016132,None | None,Fall 0:22 | Fall 0:16
STRONG,2018-12-15,Cape Central Tiger Classic,5026442132 vs David Wallace,quarterfinals | 5th place match,Fall 1:46 | Fall 3:28
STRONG,2018-12-08,vs. Jeffersonville,Colton Hayden vs 5810432132,None | None,Fall 0:45 | Fall 0:46
STRONG,2018-12-08,vs. Jeffersonville,Spencer Redwine vs 5204967132,None | None,Fall 2:24 | Fall 2:22
STRONG,2018-12-08,vs. Jeffersonville,Logan Deasel vs 5204996132,None | None,Fall 2:31 | Fall 2:30
STRONG,2018-12-08,vs. Jeffersonville,Esmond Morris vs 5204889132,None | None,Fall 1:30 | Fall 1:27
STRONG,2019-01-05,Louisville City Wrestling Championships,Alexander Frederick vs Malachia Harris,None | cons. semis,Fall 4:49 | Fall 4:58
STRONG,2018-12-29,Valley Main Event,Kameron McInerney vs Aubrey Burke,None | 1st place match,Fall 6:27 | Fall 3:30
STRONG,2019-01-19,Dragon Invitational,Trent Brown vs Justin Johnson,None | cons. round 2,Fall 2:08 | Fall 1:44
STRONG,2019-01-19,Dragon Invitational,Tyler Armstead vs Justin Johnson,None | champ. round 1,Fall 0:15 | Fall 0:29
WEAK,2018-12-22,Fern Creek Gladiator,Austin Hedges vs Jakari Speaks,None | round 1,TF 18-0 0:00 | TF 17-0 4:17
STRONG,2019-01-05,Louisville City Wrestling Championships,Jakari Speaks vs Mason Davis,cons. round 3 | None,Fall 1:47 | Fall 1:49
STRONG,2019-01-19,Dragon Invitational,Jakari Speaks vs Mason Davis,None | quarterfinals,Fall 0:45 | Fall 0:33
STRONG,2019-01-19,Dragon Invitational,Chris Wojtowski vs Tyler Weis,None | cons. semis,Fall 2:23 | Fall 0:51
STRONG,2019-01-19,Dragon Invitational,Isaiah Bottom vs Ronnie Dufour,None | cons. round 2,Fall 3:29 | Fall 1:59
STRONG,2019-01-05,Louisville City Wrestling Championships,Harrison Turrey vs Ronnie Dufour,cons. semis | None,Fall 3:23 | Fall 4:19
STRONG,2018-12-22,Fern Creek Gladiator,Agali Radjapov vs Trevor Justice,None | None,Fall 4:08 | Fall 3:02
STRONG,2018-12-22,Fern Creek Gladiator,Alex Hall vs Agali Radjapov,None | round 2,Fall 6:11 | Fall 5:06
STRONG,2018-12-15,Jeff Classic,-1 vs Abel English,None | None,Fall 2:11 | Fall 2:55
STRONG,2018-12-22,Fern Creek Gladiator,Abel English vs Jared Hixenbaugh,round 2 | None,Fall 0:36 | Fall 0:32
STRONG,2019-01-19,Dragon Invitational,Abel English vs Jared Hixenbaugh,cons. round 2 | None,Fall 1:43 | Fall 0:47
STRONG,2018-12-22,Fern Creek Gladiator,Trent Jackson vs Jonathan Phillips,None | cons. round 2,Fall 2:17 | Fall 1:38
STRONG,2018-12-22,Fern Creek Gladiator,Trent Jackson vs Jadavin Bradly,cons. round 1 | None,Fall 2:38 | Fall 3:30
STRONG,2019-01-19,Dragon Invitational,Nick Hom vs Trent Jackson,None | champ. round 1,Fall 1:26 | Fall 1:23
STRONG,2018-12-22,Fern Creek Gladiator,Tyrnan Payne vs Christopher Dews,None | round 2,Fall 1:23 | Fall 1:07
STRONG,2019-02-02,2019 Kentucky JV State Championships,Jack Harris vs Donald Josue,champ. round 1 | cons. semis,Fall 1:31 | Fall 3:27
STRONG,2018-12-22,Fern Creek Gladiator,John Vanetti vs Jorden Burns,None | round 2,Fall 2:49 | Fall 2:13
STRONG,2018-12-22,Fern Creek Gladiator,Alex Rivera vs Dalen Graves,None | round 1,Fall 1:07 | Fall 1:09
STRONG,2018-12-28,GMVWA Holiday Wrestling Tournament,-1 vs Alex Rivera,None | None | None,Dec 9-6 | Dec 7-3 | Dec 9-2
STRONG,2019-01-05,Louisville City Wrestling Championships,Alex Rivera vs Cameron Isaacs,semifinals | None,MD 16-3 | MD 16-4
STRONG,2019-01-19,Dragon Invitational,Elijah Bergquist vs Tristin Coughran,None | cons. round 3,Fall 3:00 | Fall 3:39
STRONG,2018-12-15,Jeff Classic,Damien Calderon vs Isaiah Newberry,3rd place match | None,Dec 6-3 | Dec 6-2
STRONG,2018-12-22,Fern Creek Gladiator,Jon-Michael Gaudin vs Nathen Wright,None | round 3,Fall 3:36 | Fall 2:27
STRONG,2018-12-22,Fern Creek Gladiator,Marcos Cardenas vs Patrick Dumire,None | None,Fall 5:40 | Fall 6:59
STRONG,2018-12-28,GMVWA Holiday Wrestling Tournament,-1 vs Marcos Cardenas,None | None,Dec 8-2 | Dec 6-2
STRONG,2019-01-05,Louisville City Wrestling Championships,Marcos Cardenas vs Patrick Dumire,quarterfinals | None,Fall 5:58 | Fall 8:19
STRONG,2019-01-19,Dragon Invitational,Marcos Cardenas vs Patrick Dumire,semifinals | None,Fall 1:22 | Fall 1:14
STRONG,2018-12-22,Fern Creek Gladiator,Nathan Lega vs Allen Anderson,round 1 | None,Fall 1:00 | Fall 1:03
STRONG,2019-01-05,Louisville City Wrestling Championships,Allen Anderson vs Tyler Edwards,1st place match | None,Fall 2:22 | Fall 2:40
STRONG,2019-01-19,Dragon Invitational,Marc Varella vs Allen Anderson,None | quarterfinals,Fall 6:37 | Fall 4:27
STRONG,2018-12-15,Jeff Classic,Blake Young vs Cody Melton,None | cons. semis,Fall 5:04 | Fall 4:11
STRONG,2018-12-28,GMVWA Holiday Wrestling Tournament,Cody Melton vs Tayshaun Marshall,None | None,Fall 0:36 | Fall 0:35
STRONG,2018-12-22,Fern Creek Gladiator,Ramon Perez vs Marco Rivra,None | round 2,Fall 3:22 | Fall 2:30
STRONG,2019-02-02,2019 Kentucky JV State Championships,Rudy Rojas vs Drew Butcher,cons. round 3 | cons. round 2,Dec 16-11 | Dec 6-2
STRONG,2019-02-09,KHSAA Region 3,Connor Schoenbaechlet vs Xazayveun Goodlow,quarterfinals | 5th place match,Fall 0:28 | Fall 2:16
STRONG,2018-12-15,Lafayett 5 star,Trevon Perks vs Braxton Turpin,cons. round 2 | cons. round 2,Fall 1:51 | Fall 1:15
STRONG,2019-02-09,KHSAA Region 5,Ashley Courtney vs Cory Joos,quarterfinals | 3rd place match,Fall 0:33 | Fall 1:08
STRONG,2018-12-08,King of the Bluegrass,Cullen Elliot vs Simon Scheidel,None | champ. round 1,Fall 0:35 | Fall 0:36
STRONG,2018-12-08,King of the Bluegrass,Easton Givens vs Kaden Hilbert,None | cons. round 1,Fall 2:08 | Fall 2:09
STRONG,2018-12-08,King of the Bluegrass,Luke Emmick vs Parcus Lammers,None | quarterfinals,Fall 1:31 | Fall 1:32
STRONG,2018-12-08,King of the Bluegrass,Jaron Ball vs Jonathan Phillips,champ. round 1 | cons. semis,Fall 5:19 | Fall 1:44
STRONG,2018-12-08,King of the Bluegrass,Tae`Sean Wilson vs Zander Bunch,None | cons. round 2,Fall 0:52 | Fall 0:53
STRONG,2018-12-08,King of the Bluegrass,Shane Gray vs Jack Calvery,None | quarterfinals,Fall 1:53 | Fall 1:55
STRONG,2018-12-22,Toyota of Hopkinsville Christian County Invitational,4708458132 vs Zeke Hatfield,None | None,TF 16-1 3:18 | TF 18-2 2:50
STRONG,2018-12-29,Valley Main Event,Zeke Hatfield vs Richard Greenwell,None | None,Fall 1:39 | Fall 2:33
STRONG,2018-12-08,King of the Bluegrass,Klemmer Nicodemus vs Blake Durham,None | champ. round 1,Fall 1:53 | Fall 1:54
STRONG,2018-12-08,King of the Bluegrass,Grant Phelps vs Jashon Charleston,None | cons. round 1,Fall 3:09 | Fall 3:10
STRONG,2018-12-29,Valley Main Event,Raice Hunter vs J`Quaye Effinger,None | cons. round 3,Fall 2:07 | Fall 2:09
STRONG,2018-12-15,Jeff Classic,-1 vs Tyler Breneman,None | cons. round 1,Fall 2:08 | Fall 1:00
STRONG,2018-12-15,Jeff Classic,-1 vs Caden Hoffman,None | champ. round 1,Fall 1:15 | Fall 1:23
STRONG,2018-12-15,Jeff Classic,-1 vs Marc Varella,champ. round 1 | 7th place match,MD 10-2 | MD 8-0
STRONG,2019-01-05,Louisville City Wrestling Championships,Zachary Pledger vs Codei Khawaja,quarterfinals | 3rd place match,Dec 5-1 | Dec 5-1
STRONG,2019-02-02,2019 Kentucky JV State Championships,JOHN HULETTE vs Drew Butcher,quarterfinals | round 2,Fall 1:00 | Fall 0:00
STRONG,2018-12-16,SWOWCA Coaches Classic,-1 vs Rusty Craddock,None | None,Dec 8-3 | Dec 9-8
STRONG,2018-12-16,SWOWCA Coaches Classic,-1 vs Cody Foster,None | None,Fall 0:19 | Fall 5:46
STRONG,2018-12-16,SWOWCA Coaches Classic,-1 vs Noah Duke,None | None,Dec 9-6 | Dec 3-0
STRONG,2018-12-16,SWOWCA Coaches Classic,-1 vs Stephen Watkins,None | None,Fall 4:13 | Fall 1:55
STRONG,2018-12-16,SWOWCA Coaches Classic,5436018132 vs Jacob Thompson,champ. round 1 | champ. round 1,Dec 4-0 | Dec 5-0
STRONG,2018-12-28,GMVWA Holiday Wrestling Tournament,5359913132 vs Jacob Thompson,champ. round 1 | champ. round 1,Dec 8-6 | Dec 14-7
STRONG,2018-12-20,vs. Western Hills,CALEB WHITRY vs Richard Greenwell,None | None,Dec 8-6 | Dec 7-4
STRONG,2018-12-08,Ashland Invitational,Kolby Sparks vs 5487225132,None | None,Dec 5-1 | Dec 5-2
STRONG,2018-12-28,GMVWA Holiday Wrestling Tournament,5115550132 vs Migdoel Ocasio,champ. round 3 | 7th place match,Dec 10-4 | Dec 2-0
STRONG,2018-12-08,Edgewood Tournament,5190875132 vs Dakota Brooksbank,champ. round 2 | cons. semis,Dec 4-2 | Dec 3-1
STRONG,2018-12-29,Valley Main Event,Braydon Kessinger vs Simon Scheidel,cons. round 3 | cons. round 2,Fall 1:06 | Fall 1:07
STRONG,2018-12-29,Valley Main Event,Chris Rollier vs Ronnie Dufour,cons. round 3 | cons. round 3,Fall 1:50 | Fall 1:49
STRONG,2018-12-29,Valley Main Event,Samuel Tomah vs J`Quaye Effinger,champ. round 1 | champ. round 2,Fall 0:09 | Fall 1:50
STRONG,2018-12-29,Mater Dei Holiday Clasic,Stephen Little vs James Kraeszig,None | 3rd place match,Dec 3-2 | Dec 4-0
STRONG,2018-12-29,Mater Dei Holiday Clasic,Ty Lehman vs 5207954132,None | cons. round 3,Dec 3-1 | Dec 5-4
STRONG,2018-12-29,Mater Dei Holiday Clasic,5383380132 vs Landon Lenhart,champ. round 1 | 5th place match,Dec 5-2 | Dec 3-1
STRONG,2018-12-22,Toyota of Hopkinsville Christian County Invitational,5212987132 vs Trevor Pogue,None | None,Fall 0:50 | Fall 1:54
STRONG,2018-12-08,Walsh Ironman 2018,-1 vs Micah Ervin,champ. round 2 | champ. round 3,Dec 7-3 | Dec 9-5
STRONG,2018-12-16,SWOWCA Coaches Classic,Brandon Gibson vs 5241301132,champ. round 1 | cons. quarters,Fall 1:58 | Fall 0:54
