evidence,date,event,names,rounds,results
STRONG,2012-12-01,vs. Franklin County,Brent Renninger vs Denwan Hall,None | None,Fall 1:01 | Fall 1:00
STRONG,2013-02-09,KHSAA Region 3,Tristan Sanders vs Robert Jacobs,None | None,Dec 6-1 | Dec 4-3
STRONG,2013-02-09,KHSAA Region 3,Trey Norton vs Jacob Maguire,None | None,Dec 8-6 | Dec 8-3
STRONG,2012-12-08,Derby City Classic,1250763009 vs Michael Kollar,None | None,Fall 40:28 | Fall 4:26
STRONG,2013-01-12,Steve Johnston Classic @ Paducah Tilghman,Jake Jorstad vs Dominic Hephner,None | None,Fall 0:49 | Fall 2:17
STRONG,2012-12-29,CHRISTIAN CO. INVITATIONAL @ CCHS,-1 vs Sebastian Sarcos,None | None,Fall 1:03 | Fall 2:49
STRONG,2012-12-05,vs. Nelson County,Jesus Fuentes vs Simon Burkot,None | None,Fall 3:20 | Fall 2:14
STRONG,2013-01-19,Trojan Invitational,Eugene Grace vs 1443460009,None | None,Dec 13-9 | Dec 13-7
STRONG,2012-12-05,vs. Nelson County,Malik Casby vs Joshua Hayes,None | None,Dec 5-2 | Dec 5-3
STRONG,2013-02-09,KHSAA Region 6,Luke Ingrassellno vs Wolfgang Davis,None | None,Fall 2:20 | Fall 1:58
STRONG,2013-02-09,KHSAA Region 1,Conner Judd vs Chase Copeland,None | None,Dec 4-2 | Dec 7-2
STRONG,2013-01-19,Trojan Invitational,Chase Highlander vs Nick Smart,None | None,Fall 4:25 | Fall 0:46
STRONG,2013-02-09,KHSAA Region 7,Mason Fryman vs Cameron Murphy,None | None,Dec 10-8 | Dec 9-4
STRONG,2013-02-09,KHSAA Region 6,DeSean Brumfield vs Ethan Frank,None | None,Fall 5:29 | Fall 1:52
STRONG,2013-02-09,KHSAA Region 1,Nighgell Davidson vs Robert Bussel,None | None,Dec 2-1 | Dec 5-4
STRONG,2012-12-08,McGavock,Nathan Williams vs 1357126009,None | None,Dec 4-2 | Dec 5-1
STRONG,2012-12-08,King of Bluegrass,Immanuel Hill vs Brandon Cardwell,None | None,Dec 13-8 | Dec 12-11
STRONG,2013-02-09,KHSAA Region 2,Henry Crowdus vs Brandon Leak,None | None,Dec 8-3 | Dec 8-6
STRONG,2012-12-29,Aggie Skeens Memorial,1316246009 vs Samuel Griffith,None | None,Dec 5-2 | Dec 3-1
STRONG,2012-12-08,Hayworth tire Indian classic,-1 vs Jordan Young,None | None,Dec 8-4 | Dec 9-4
STRONG,2012-12-08,Hayworth tire Indian classic,-1 vs chris neice,None | None | None,Fall 0:44 | Fall 3:00 | Fall 4:09
STRONG,2012-12-29,Aggie Skeens Memorial,Rusty Baldridge vs 1419534009,None | None,Dec 3-2 | Dec 6-5
STRONG,2012-12-29,Hurricane Holiday Classic,1308176009 vs Kyle Edlin,None | None,Dec 5-3 | Dec 4-0
STRONG,2012-12-29,Hurricane Holiday Classic,Kyle Edlin vs 1441835009,None | None,Fall 1:50 | Fall 4:25
STRONG,2013-02-09,KHSAA Region 2,Cody Stausser vs William Edwards,None | None,Dec 3-1 | Dec 3-2
STRONG,2012-12-29,WCI,-1 vs Diego Molina,None | None,Fall 1:16 | Fall 3:15
STRONG,2013-01-26,Fort Knox Invitational,-1 vs Kris Guillen,None | None | None,Fall 2:20 | Fall 3:40 | Fall 5:43
STRONG,2012-12-29,WCI,-1 vs Jimmy Kaindu,None | None,Fall 1:53 | Fall 3:03
STRONG,2013-01-19,Dragon Invitational,-1 vs Jonathan Green,None | None,TF 17-2 4:00 | TF 18-2 2:00
STRONG,2013-02-09,KHSAA Regional 7 Tourney,William Bossart vs Anthony Dibell,None | None,Fall 5:26 | Fall 2:22
STRONG,2012-12-15,Bobby Bates,1309685009 vs James Collins,None | None,Fall 1:06 | Fall 1:00
STRONG,2012-12-15,Bobby Bates,James Collins vs Devin Slone,None | None,Fall 0:47 | Fall 1:00
STRONG,2013-01-19,vs. Paul Dunbar,Ryan McManus vs Zach Goodpaster,None | None,Fall 1:12 | Fall 1:07
STRONG,2013-01-19,vs. Paul Dunbar,Christopher Morrow vs Jose Paredez,None | None,Fall 5:40 | Fall 4:40
STRONG,2013-01-19,vs. Paul Dunbar,Tucker Fair vs Rapheal Calleja,None | None,Fall 0:50 | Fall 0:49
STRONG,2012-12-29,Fern Creek Gladiator Tournament,Cedric Binford vs Jack Pham,None | None,Dec 8-2 | Dec 6-4
STRONG,2013-02-09,KHSAA Region 3,Alex Lee vs Matthew Quintanilla,None | None,Dec 11-7 | Dec 11-5
STRONG,2013-02-09,KHSAA Region 3,Seth Pile vs Zackery Sparks,None | None,Fall 3:42 | Fall 2:39
STRONG,2012-12-08,King of Bluegrass,-1 vs Bradley Pokuta,None | None,MD 13-1 | MD 15-3
STRONG,2013-01-12,Paducah Tilghman Steve Johnson Classic,-1 vs Blake Brown,None | None,Fall 2:50 | Fall 1:27
STRONG,2012-12-28,Christian County Invitational,-1 vs Gage Parker,None | None,Fall 2:48 | Fall 1:41
STRONG,2012-12-28,Christian County Invitational,-1 vs Kris Easterling,None | None | None,Fall 6:43 | Fall 3:06 | Fall 1:13
STRONG,2013-01-12,Paducah Tilghman Steve Johnson Classic,-1 vs Jacob Bennett,None | None,Fall 5:48 | Fall 1:10
STRONG,2013-01-12,Paducah Tilghman Steve Johnson Classic,-1 vs Kyle Bunch,None | None,Dec 10-3 | Dec 0-0
STRONG,2013-01-19,North Hardin Trojan Invitational,Jacob Allen vs Dylan Bright,None | None,Fall 3:24 | Fall 2:19
STRONG,2013-01-12,Paducah Tilghman Steve Johnson Classic,-1 vs Bradley Easterling,None | None,Fall 1:50 | Fall 4:28
STRONG,2013-01-12,Paducah Tilghman Steve Johnson Classic,-1 vs Jesse Brown,None | None,Fall 0:44 | Fall 2:56
STRONG,2012-12-29,Woodford County Invitational,Ian Fullerton vs Thomas Noe,None | None,Fall 1:24 | Fall 1:43
STRONG,2012-12-29,Christian County Invitational,Jack Daniels vs DANIEL DYESS,None | None,Fall 0:59 | Fall 1:02
STRONG,2013-01-12,vs. Woodford County,Louis Paredes vs Nathan Boston,None | None,Fall 0:27 | Fall 0:17
STRONG,2012-12-01,Rumble on the Hilltop,Ethan Bean vs Austin Haney,None | None,Dec 4-1 | Dec 4-0
STRONG,2012-12-01,Rumble on the Hilltop,Rey Franco vs Ethan Bivens,None | None,Fall 0:50 | Fall 5:03
STRONG,2012-12-15,Johnson Central Tournament. Johnson central high School,-1 vs Donovan Bentley,None | None,Fall 1:20 | Fall 0:53
STRONG,2013-01-09,Hawk Invitaional,-1 vs Alexander Peters,None | None,Fall 1:48 | Fall 0:53
STRONG,2013-01-05,Xenia JV Inv,1241829009 vs Derek Baker,None | None,Fall 2:00 | Fall 4:08
STRONG,2013-01-05,Xenia JV Inv,-1 vs Derek Baker,None | None,Fall 3:00 | Fall 0:08
STRONG,2013-01-05,Xenia JV Inv,-1 vs Dominic Toepfert,None | None,Fall 3:08 | Fall 4:10
STRONG,2013-01-12,NEW RICHMOND JV INV,-1 vs Grant Farwick,None | None,Fall 2:54 | Fall 0:26
STRONG,2013-01-12,NEW RICHMOND JV INV,Caleb Settle vs Nathan Schuler,None | None,Fall 0:35 | Fall 0:37
STRONG,2013-01-12,NEW RICHMOND JV INV,-1 vs Will Allen,None | None,Fall 2:22 | Fall 1:30
STRONG,2013-01-05,Xenia JV Inv,-1 vs Michael Weber,None | None,Fall 1:03 | Fall 1:27
STRONG,2013-02-09,KHSAA Region 6,Eli Sowder vs Kevin Roberts,None | None,Fall 1:20 | Fall 3:50
STRONG,2013-02-09,KHSAA Region 4,Andrew Salings vs Kent Winslow,None | None,Dec 9-4 | Dec 4-3
STRONG,2012-12-15,Lonesome Invitational,1388517009 vs Gabriel Litschewski,None | None,Dec 4-2 | Dec 5-1
STRONG,2012-12-29,Aggie Skeens Memorial,1316246009 vs Bryce Dean,None | None,Dec 6-3 | Dec 4-2
STRONG,2013-02-09,KHSAA Region 6,David Bergman vs Wolfgang Davis,None | None,Dec 7-4 | Dec 3-1
STRONG,2013-01-28,JV Regions Region 5,Brenden Hinson vs Dylan Hinson,None | None,Fall 1:13 | Fall 0:23
STRONG,2013-01-28,JV Regions Region 5,Liam Gardiner vs Blanco Topping,None | None,Fall 3:38 | Fall 3:11
STRONG,2012-12-08,King of the Bluegrass,Matthew Quintanilla vs Freddie Winston,None | None,Fall 3:57 | Fall 1:15
STRONG,2012-12-29,Mater Dei Holiday Classic,1358116009 vs Noah Bauer,None | None,Dec 10-3 | Dec 5-3
STRONG,2012-12-28,Christian Co.,Stevie Mason vs Colton Livingston,None | None,Fall 1:09 | Fall 3:43
STRONG,2012-12-08,2012 Ryle Raider Rumble,1312556009 vs Benjamin Barton,None | None,Dec 10-6 | Dec 7-6
STRONG,2012-12-08,2012 Ryle Raider Rumble,-1 vs Tate Smith,None | None,Fall 2:45 | Fall 2:34
STRONG,2013-01-05,Jeff Co. Tournament of Champions,Stephen Bhoolai vs Steven Stickrod,None | None,Dec 9-6 | Dec 3-1
STRONG,2013-02-09,KHSAA Region 1,Dustin Armendariz vs Cole Sherman,None | None,Fall 1:58 | Fall 3:15
STRONG,2013-01-12,Charlie Moore,1233513009 vs Jake Peace,None | None,Dec 5-4 | Dec 3-2
STRONG,2013-01-05,vs. Livingston Academy,1348520009 vs Cameron Nevels,None | None,Fall 0:13 | Fall 1:37
STRONG,2013-01-05,vs. Livingston Academy,1348521009 vs Zach Bybee,None | None,Fall 0:26 | Fall 5:30
STRONG,2013-01-05,vs. Livingston Academy,1348517009 vs Zach Troxell,None | None,Fall 0:52 | Fall 1:41
STRONG,2012-12-08,Franklin county duals,Albert Guzman vs Matt Fallon,None | None,Fall 1:03 | Fall 3:50
